,date,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
9295,0.889872,0.106383,0.06542,0.392145,0.004225,0.466857,0.662281,0
9296,0.465289,0.106383,0.032905,0.242636,0.00227,0.281201,0.349561,0
9297,0.018672,0.957447,0.046746,0.310771,0.003467,0.422915,0.414912,0
9298,0.008628,0.361702,0.074817,0.644154,0.003467,0.422915,0.414912,0
9299,0.465378,0.297872,0.027081,0.24576,0.000987,0.200414,0.686842,0
9300,0.889562,0.765957,0.029302,0.672568,0.002013,0.66986,0.220614,0
9301,0.425689,0.212766,0.067281,0.246504,0.003467,0.422915,0.414912,0
9302,0.451794,0.12766,0.03966,0.352276,0.002665,0.371051,0.75,0
9303,0.902836,0.957447,0.044344,0.366111,0.002916,0.325997,0.612719,0
9304,0.428919,0.255319,0.070734,0.198007,0.003467,0.422915,0.414912,0
9305,0.438211,0.978723,0.062357,0.455965,0.003467,0.422915,0.414912,0
9306,0.031061,0.744681,0.062838,0.429039,0.003467,0.422915,0.414912,0
9307,0.447281,0.106383,0.014771,0.252008,0.000953,0.334024,0.657895,0
9308,0.867793,0.893617,0.028011,0.440345,0.001043,0.36898,0.661404,0
9309,0.8812,0.702128,0.030473,0.551919,0.002069,0.494045,0.510088,0
9310,0.464448,0.765957,0.031134,0.403451,0.002113,0.309425,0.523246,0
9311,0.018451,0.957447,0.050949,0.416691,0.003467,0.422915,0.414912,0
9312,0.424716,0.297872,0.062838,0.364475,0.003467,0.422915,0.414912,0
9313,0.451838,0.574468,0.033626,0.411336,0.002246,0.379855,0.574561,0
9314,0.429052,0.0,0.067731,0.358078,0.003467,0.422915,0.414912,0
9315,0.880448,0.893617,0.034466,0.415204,0.002302,0.383221,0.482018,0
9316,0.893633,0.638298,0.063318,0.471288,0.00403,0.344122,0.694737,0
9317,0.460776,0.468085,0.031164,0.405237,0.002121,0.181771,0.512719,0
9318,0.452148,0.297872,0.033205,0.325498,0.002285,0.220352,0.539474,0
9319,0.872395,0.191489,0.028702,0.220173,0.000872,0.28146,0.841667,0
9320,0.885226,0.638298,0.029122,0.497173,0.002021,0.516313,0.291228,0
9321,4.4e-05,0.340426,0.040861,0.487504,0.003467,0.422915,0.414912,0
9322,0.881377,0.553191,0.029392,0.483487,0.00205,0.553599,0.344737,0
9323,0.443343,0.659574,0.041221,0.487206,0.002779,0.502071,0.489035,0
9324,0.906907,0.510638,0.030173,0.301696,0.002019,0.223718,0.572368,0
9325,0.898854,0.93617,0.065029,0.420857,0.004194,0.371828,0.7,0
9326,0.434538,0.191489,0.050288,0.100268,0.003467,0.422915,0.414912,0
9327,0.866997,0.297872,0.028071,0.299316,0.00188,0.250647,0.704825,0
9328,0.027521,0.12766,0.049688,0.125558,0.003467,0.422915,0.414912,0
9329,0.429406,0.808511,0.067041,0.454924,0.003467,0.422915,0.414912,0
9330,0.889253,0.723404,0.028882,0.61321,0.002036,0.552563,0.414912,0
9331,0.9158,0.446809,0.059205,0.434692,0.004073,0.364837,0.354825,0
9332,0.425158,0.702128,0.058394,0.472478,0.003467,0.422915,0.414912,0
9333,0.876908,0.531915,0.029422,0.541208,0.001986,0.547126,0.466667,0
9334,0.473209,0.851064,0.043053,0.526183,0.002892,0.352149,0.431579,0
9335,0.442989,0.148936,0.03999,0.142666,0.002594,0.185914,0.707018,0
9336,0.004956,0.425532,0.050108,0.609194,0.003467,0.422915,0.414912,0
9337,0.868192,0.659574,0.028642,0.654716,0.001772,0.537804,0.741228,0
9338,0.433919,0.0,0.044884,0.353913,0.003467,0.422915,0.414912,0
9339,0.881244,0.765957,0.029602,0.555787,0.002002,0.566287,0.470175,0
9340,0.876466,1.0,0.028161,0.394674,0.00085,0.363024,0.664912,0
9341,0.434052,0.957447,0.046505,0.420708,0.003467,0.422915,0.414912,0
9342,0.473475,0.425532,0.027471,0.587176,0.00183,0.535733,0.440351,0
9343,0.897925,0.191489,0.025339,0.247397,0.001658,0.3058,0.680702,0
9344,0.915623,0.787234,0.043893,0.420857,0.002991,0.423874,0.41886,0
9345,0.867528,0.12766,0.02648,0.164088,0.001325,0.266442,0.788596,0
9346,0.461174,0.87234,0.029332,0.445106,0.001955,0.44174,0.362281,0
9347,0.455732,0.510638,0.032275,0.555489,0.002196,0.577939,0.649561,0
9348,0.429804,0.829787,0.056083,0.459982,0.003467,0.422915,0.414912,0
9349,0.026636,0.808511,0.059865,0.332193,0.003467,0.422915,0.414912,0
9350,0.031547,0.106383,0.05302,0.141922,0.003467,0.422915,0.414912,0
9351,0.871599,1.0,0.027411,0.408807,0.001672,0.393837,0.873246,0
9352,0.893722,0.638298,0.029512,0.512943,0.002,0.544019,0.372368,0
9353,0.455776,0.361702,0.036568,0.620202,0.002486,0.676592,0.449123,0
9354,0.026326,0.170213,0.068242,0.096846,0.003467,0.422915,0.414912,0
9355,0.473652,0.319149,0.027321,0.514579,0.001799,0.588814,0.534649,0
9356,0.446617,0.319149,0.041462,0.310622,0.001491,0.149922,0.765789,0
9357,0.438786,0.957447,0.05239,0.414758,0.003467,0.422915,0.414912,0
9358,0.013053,0.893617,0.041582,0.501339,0.003467,0.422915,0.414912,0
9359,0.875979,0.191489,0.029272,0.252901,0.001749,0.295961,0.848246,0
9360,0.907084,0.297872,0.059025,0.418179,0.004073,0.629467,0.286842,0
9361,0.469891,0.148936,0.035787,0.200833,0.002424,0.2232,0.553509,0
9362,0.000265,0.12766,0.046956,0.112169,0.003467,0.422915,0.414912,0
9363,0.893943,0.553191,0.05239,0.452246,0.003058,0.464267,0.814474,0
9364,0.000929,0.723404,0.043983,0.625707,0.003467,0.422915,0.414912,0
9365,0.87651,0.914894,0.02612,0.413716,0.000827,0.313309,0.708772,0
9366,0.009823,0.659574,0.044824,0.492711,0.003467,0.422915,0.414912,0
9367,0.867041,0.659574,0.029963,0.364772,0.001828,0.205075,0.779825,0
9368,0.000354,0.085106,0.083794,0.311068,0.003467,0.422915,0.414912,0
9369,0.031592,0.191489,0.051909,0.0964,0.003467,0.422915,0.414912,0
9370,0.013141,0.978723,0.041401,0.409997,0.003467,0.422915,0.414912,0
9371,0.434494,0.297872,0.045334,0.468313,0.003467,0.422915,0.414912,0
9372,0.867263,0.191489,0.027711,0.166171,0.001822,0.168824,0.732456,0
9373,0.013362,0.893617,0.088567,0.60607,0.003467,0.422915,0.414912,0
9374,0.000398,0.106383,0.077999,0.261232,0.003467,0.422915,0.414912,0
9375,0.013185,0.87234,0.041582,0.570217,0.003467,0.422915,0.414912,0
9376,0.013406,0.255319,0.072175,0.253942,0.003467,0.422915,0.414912,0
9377,0.473607,0.744681,0.028281,0.46623,0.001948,0.606939,0.260965,0
9378,0.009601,0.489362,0.041642,0.550283,0.003467,0.422915,0.414912,0
9379,0.447193,0.361702,0.044164,0.543886,0.003006,0.403936,0.57807,0
9380,0.008628,0.0,0.064519,0.54091,0.003467,0.422915,0.414912,0
9381,0.469227,0.468085,0.055842,0.559655,0.003652,0.460383,0.519737,0
9382,0.027123,0.297872,0.05215,0.445849,0.003467,0.422915,0.414912,0
9383,0.868015,0.425532,0.031824,0.362243,0.001134,0.23304,0.858333,0
9384,0.031813,0.723404,0.056923,0.205594,0.003467,0.422915,0.414912,0
9385,0.03168,0.12766,0.051909,0.06992,0.003467,0.422915,0.414912,0
9386,0.424716,0.808511,0.074817,0.409104,0.003467,0.422915,0.414912,0
9387,0.013672,0.170213,0.041131,0.193544,0.003467,0.422915,0.414912,0
9388,0.443387,0.553191,0.044644,0.488545,0.003037,0.530813,0.447368,0
9389,0.890005,0.468085,0.028942,0.638649,0.002075,0.688503,0.217982,0
9390,0.908057,0.06383,0.050258,0.2651,0.003384,0.404713,0.42807,0
9391,0.902703,0.851064,0.047376,0.539869,0.003184,0.551787,0.475,0
9392,0.031857,0.340426,0.056923,0.275513,0.003467,0.422915,0.414912,0
9393,0.474315,0.914894,0.025549,0.252901,0.001691,0.153806,0.839474,0
9394,0.022433,0.510638,0.059926,0.484826,0.003467,0.422915,0.414912,0
9395,0.446839,0.234043,0.014351,0.288307,0.000929,0.203004,0.623246,0
9396,0.027255,0.87234,0.077639,0.301101,0.003467,0.422915,0.414912,0
9397,0.014291,0.12766,0.040591,0.251562,0.003467,0.422915,0.414912,0
9398,0.911951,0.680851,0.050648,0.502975,0.003461,0.550233,0.324123,0
9399,0.023141,0.12766,0.040801,0.13731,0.003467,0.422915,0.414912,0
9400,0.447635,0.638298,0.045635,0.527373,0.003149,0.630243,0.260088,0
9401,0.438565,0.808511,0.053381,0.40241,0.003467,0.422915,0.414912,0
9402,0.915756,0.808511,0.05212,0.432014,0.003538,0.373641,0.364912,0
9403,0.912305,0.87234,0.043353,0.38917,0.002968,0.467633,0.305702,0
9404,0.469139,0.808511,0.042722,0.433502,0.002867,0.425686,0.40307,0
9405,0.447325,0.0,0.041852,0.557721,0.002709,0.471517,0.657895,0
9406,0.867793,0.914894,0.027741,0.444213,0.000877,0.337131,0.705263,0
9407,0.0,0.638298,0.040861,0.466825,0.003467,0.422915,0.414912,0
9408,0.00907,0.255319,0.056263,0.41208,0.003467,0.422915,0.414912,0
9409,0.465555,0.0,0.027621,0.358227,0.001872,0.301398,0.617982,0
9410,0.911243,0.531915,0.044104,0.498066,0.002875,0.397721,0.585526,0
9411,0.908013,0.531915,0.051579,0.472032,0.003538,0.547385,0.27193,0
9412,0.876466,0.680851,0.029452,0.564862,0.00187,0.529259,0.609649,0
9413,0.429981,0.914894,0.06644,0.437221,0.003467,0.422915,0.414912,0
9414,0.903279,0.297872,0.049748,0.426659,0.003367,0.423097,0.405263,0
9415,0.474227,0.510638,0.025039,0.214371,0.001629,0.107716,0.819298,0
9416,0.429317,0.021277,0.056593,0.23609,0.003467,0.422915,0.414912,0
9417,0.018052,0.255319,0.056203,0.118715,0.003467,0.422915,0.414912,0
9418,0.867882,1.0,0.028942,0.415501,0.001226,0.389953,0.727193,0
9419,0.433432,0.87234,0.056083,0.399435,0.003467,0.422915,0.414912,0
9420,0.461042,0.255319,0.027381,0.177626,0.001843,0.143708,0.577193,0
9421,0.885182,0.234043,0.032034,0.271199,0.002059,0.286898,0.707895,0
9422,0.004911,0.297872,0.081452,0.520083,0.003467,0.422915,0.414912,0
9423,0.434538,0.489362,0.045785,0.326837,0.003467,0.422915,0.414912,0
9424,0.44352,0.212766,0.0,0.170336,0.0,0.189539,0.594737,0
9425,0.912172,0.93617,0.069233,0.437965,0.004614,0.298809,0.53114,0
9426,0.907969,0.723404,0.042002,0.439899,0.00318,0.501036,0.32807,0
9427,0.452104,0.468085,0.033325,0.603094,0.002295,0.57768,0.317544,0
9428,0.005398,0.148936,0.064519,0.221363,0.003467,0.422915,0.414912,0
9429,0.013008,0.361702,0.041732,0.629575,0.003467,0.422915,0.414912,0
9430,0.004203,0.0,0.043983,0.336656,0.003467,0.422915,0.414912,0
9431,0.893854,0.212766,0.044104,0.288753,0.002846,0.357069,0.723684,0
9432,0.443387,0.680851,0.044073,0.489586,0.00296,0.501295,0.534211,0
9433,0.911553,0.744681,0.044073,0.469057,0.002887,0.448731,0.528947,0
9434,0.898766,0.468085,0.058004,0.562928,0.003803,0.62144,0.545614,0
9435,0.014114,0.0,0.040801,0.365516,0.003467,0.422915,0.414912,0
9436,0.005,0.212766,0.042272,0.23609,0.003467,0.422915,0.414912,0
9437,0.031238,0.659574,0.095112,0.434097,0.003467,0.422915,0.414912,0
9438,0.889916,0.978723,0.106941,0.490925,0.006988,0.435526,0.580702,0
9439,0.026592,0.659574,0.088567,0.443916,0.003467,0.422915,0.414912,0
9440,0.465201,0.148936,0.028221,0.171675,0.001936,0.241585,0.37807,0
9441,0.877041,0.255319,0.028251,0.126748,0.001853,0.093216,0.644298,0
9442,0.871466,0.680851,0.040141,0.785778,0.002669,0.615743,0.595175,0
9443,0.000973,0.914894,0.043833,0.45537,0.003467,0.422915,0.414912,0
9444,0.00469,0.446809,0.119731,0.625855,0.003467,0.422915,0.414912,0
9445,0.890049,0.191489,0.029362,0.252008,0.001903,0.373123,0.647807,0
9446,0.018539,0.787234,0.060436,0.547605,0.003467,0.422915,0.414912,0
9447,0.890005,0.510638,0.028942,0.630616,0.002268,0.666753,0.207895,0
9448,0.013097,0.87234,0.041582,0.435882,0.003467,0.422915,0.414912,0
9449,0.89881,0.361702,0.055572,0.569473,0.003687,0.632833,0.444298,0
9450,0.425379,0.148936,0.071454,0.146236,0.003467,0.422915,0.414912,0
9451,0.009557,0.382979,0.041762,0.692502,0.003467,0.422915,0.414912,0
9452,0.915756,0.148936,0.047886,0.183428,0.003182,0.234076,0.635526,0
9453,0.443255,0.680851,0.040381,0.307349,0.002646,0.1942,0.721491,0
9454,0.004646,0.085106,0.077069,0.37355,0.003467,0.422915,0.414912,0
9455,0.464625,0.170213,0.02687,0.152931,0.00182,0.18203,0.544737,0
9456,0.911995,0.106383,0.043173,0.187147,0.002879,0.319006,0.557018,0
9457,0.469625,0.12766,0.02651,0.14579,0.001793,0.19912,0.532895,0
9458,0.018052,0.0,0.069713,0.340226,0.003467,0.422915,0.414912,0
9459,0.451706,0.553191,0.033626,0.580333,0.002248,0.700414,0.365351,0
9460,0.031945,0.574468,0.058394,0.216007,0.003467,0.422915,0.414912,0
9461,0.004956,0.106383,0.075207,0.300655,0.003467,0.422915,0.414912,0
9462,0.473873,0.425532,0.029422,0.610384,0.001948,0.533402,0.567105,0
9463,0.469935,0.148936,0.02579,0.206932,0.001743,0.202486,0.653947,0
9464,0.004602,0.276596,0.07878,0.486611,0.003467,0.422915,0.414912,0
9465,0.898898,0.382979,0.055902,0.439155,0.003484,0.297773,0.743421,0
9466,0.442812,0.255319,0.045755,0.354805,0.003043,0.319524,0.607895,0
9467,0.004956,0.765957,0.056323,0.730437,0.003467,0.422915,0.414912,0
9468,0.86713,0.106383,0.024799,0.085094,0.001672,0.122734,0.671491,0
9469,0.968895,0.021277,0.035967,0.331895,0.002056,0.359399,0.59386,0
9470,0.474006,0.297872,0.027981,0.331151,0.001749,0.26204,0.783772,0
9471,0.434583,0.595745,0.045785,0.278637,0.003467,0.422915,0.414912,0
9472,0.442945,0.425532,0.046115,0.423088,0.003047,0.222165,0.657456,0
9473,0.500111,0.212766,0.02696,0.100268,0.001836,0.169342,0.45,0
9474,0.898766,0.829787,0.064309,0.659625,0.004221,0.60202,0.498684,0
9475,0.465466,0.765957,0.031314,0.478132,0.002171,0.375971,0.432018,0
9476,0.898367,0.12766,0.048607,0.3133,0.002692,0.375194,0.770614,0
9477,0.451352,0.829787,0.040261,0.660071,0.002621,0.58001,0.700877,0
9478,0.898987,0.638298,0.044824,0.488843,0.002975,0.627395,0.417544,0
9479,0.437857,0.531915,0.05254,0.49643,0.003467,0.422915,0.414912,0
9480,0.46905,0.12766,0.027291,0.105921,0.001801,0.174003,0.597368,0
9481,0.013672,0.085106,0.041131,0.340077,0.003467,0.422915,0.414912,0
9482,0.429583,1.0,0.056593,0.263612,0.003467,0.422915,0.414912,0
9483,0.425733,1.0,0.076498,0.391401,0.003467,0.422915,0.414912,0
9484,0.030972,0.93617,0.059595,0.300208,0.003467,0.422915,0.414912,0
9485,0.893987,0.276596,0.029602,0.259,0.001475,0.247022,0.853509,0
9486,0.47436,0.553191,0.024919,0.234603,0.001653,0.149146,0.85614,0
9487,0.868015,0.212766,0.02615,0.115591,0.000831,0.12377,0.836404,0
9488,0.907969,0.765957,0.041942,0.46266,0.002831,0.45624,0.411404,0
9489,0.009823,0.148936,0.040591,0.162452,0.003467,0.422915,0.414912,0
9490,0.42476,0.531915,0.082833,0.456709,0.003467,0.422915,0.414912,0
9491,0.881244,0.93617,0.028792,0.403749,0.001855,0.349301,0.634211,0
9492,0.903588,0.829787,0.042963,0.486165,0.002898,0.452615,0.440351,0
9493,0.894606,0.255319,0.02633,0.177031,0.001689,0.236147,0.789035,0
9494,0.894385,0.06383,0.064879,0.455222,0.00436,0.523304,0.525877,0
9495,0.456573,0.021277,0.034856,0.55058,0.002287,0.472812,0.712281,0
9496,0.881156,0.914894,0.0269,0.377715,0.001797,0.436302,0.634211,0
9497,0.877085,0.893617,0.033025,0.432609,0.002268,0.368721,0.311842,0
9498,0.876112,0.191489,0.016843,0.075275,0.000829,0.151735,0.856579,0
9499,0.004646,0.12766,0.077069,0.278935,0.003467,0.422915,0.414912,0
9500,0.451529,0.319149,0.035277,0.463404,0.001685,0.328586,0.814035,0
9501,0.030884,0.319149,0.059595,0.493008,0.003467,0.422915,0.414912,0
9502,0.46551,0.87234,0.02687,0.353615,0.001826,0.338167,0.565351,0
9503,0.00938,0.553191,0.041642,0.555638,0.003467,0.422915,0.414912,0
9504,0.460909,0.93617,0.038009,0.558316,0.002594,0.348783,0.569298,0
9505,0.42476,0.574468,0.082833,0.451205,0.003467,0.422915,0.414912,0
9506,0.89881,0.489362,0.058605,0.525588,0.003845,0.600725,0.539912,0
9507,0.876554,0.042553,0.028191,0.259893,0.001764,0.373382,0.736404,0
9508,0.452104,0.085106,0.037438,0.395269,0.002545,0.360435,0.625,0
9509,0.872041,0.276596,0.027381,0.511455,0.001753,0.542983,0.609211,0
9510,0.907482,0.170213,0.042933,0.126004,0.002889,0.182807,0.534211,0
9511,0.889739,0.93617,0.045274,0.63255,0.003089,0.486277,0.592105,0
9512,0.907349,0.957447,0.055662,0.441833,0.003781,0.403677,0.401754,0
9513,0.446927,0.12766,0.007896,0.174055,0.000513,0.227084,0.465789,0
9514,0.890315,0.446809,0.028912,0.673312,0.002023,0.651735,0.404386,0
9515,0.876421,0.255319,0.021917,0.149509,0.000825,0.157949,0.863596,0
9516,0.889474,0.638298,0.027231,0.516067,0.001942,0.569135,0.257456,0
9517,0.425468,0.106383,0.074186,0.158286,0.003467,0.422915,0.414912,0
9518,0.898544,0.12766,0.043983,0.228057,0.002904,0.37131,0.574123,0
9519,0.0,0.106383,0.041161,0.207528,0.003467,0.422915,0.414912,0
9520,0.031105,0.085106,0.054161,0.165873,0.003467,0.422915,0.414912,0
9521,0.022256,0.255319,0.047286,0.242785,0.003467,0.422915,0.414912,0
9522,0.889828,0.510638,0.058394,0.615442,0.004123,0.665199,0.195175,0
9523,0.911951,0.87234,0.043293,0.412229,0.002904,0.448731,0.415351,0
9524,0.97332,0.893617,0.05263,0.571854,0.003598,0.503625,0.496491,0
9525,0.452369,0.212766,0.032905,0.297084,0.002221,0.272916,0.735526,0
9526,0.434317,0.170213,0.046625,0.067093,0.003467,0.422915,0.414912,0
9527,0.031945,0.87234,0.057944,0.214519,0.003467,0.422915,0.414912,0
9528,0.885049,0.340426,0.037198,0.390062,0.002349,0.226049,0.787281,0
9529,0.45613,0.595745,0.028071,0.331449,0.001581,0.264889,0.72193,0
9530,0.898677,0.638298,0.057704,0.525439,0.003783,0.557483,0.556579,0
9531,0.875802,0.021277,0.025009,0.186403,0.000995,0.268773,0.819737,0
9532,0.469979,0.021277,0.02642,0.284588,0.001776,0.276023,0.62807,0
9533,0.46905,0.489362,0.036298,0.372062,0.002397,0.284568,0.613596,0
9534,0.009911,0.723404,0.041732,0.603689,0.003467,0.422915,0.414912,0
9535,0.866953,0.361702,0.028131,0.265397,0.001454,0.111082,0.859211,0
9536,0.017566,0.553191,0.064849,0.478429,0.003467,0.422915,0.414912,0
9537,0.013805,0.021277,0.041191,0.330854,0.003467,0.422915,0.414912,0
9538,0.46874,0.0,0.029422,0.358227,0.002005,0.320559,0.525439,0
9539,0.000177,0.829787,0.047256,0.351532,0.003467,0.422915,0.414912,0
9540,0.881111,0.617021,0.035427,0.52053,0.002457,0.535474,0.414035,0
9541,0.889695,0.340426,0.038759,0.699643,0.002684,0.637235,0.32193,0
9542,0.88089,0.893617,0.027141,0.388277,0.001786,0.423874,0.629825,0
9543,0.47374,1.0,0.028041,0.263612,0.001801,0.307872,0.728947,0
9544,0.876156,0.446809,0.024559,0.506546,0.000821,0.24754,0.857018,0
9545,0.876997,0.212766,0.030713,0.17108,0.002025,0.197566,0.57193,0
9546,0.880271,0.659574,0.038399,0.536001,0.002723,0.472035,0.217544,0
9547,0.885094,0.638298,0.035097,0.506248,0.002605,0.641378,0.132895,0
9548,0.017698,0.170213,0.060406,0.156947,0.003467,0.422915,0.414912,0
9549,0.000929,0.595745,0.043833,0.467272,0.003467,0.422915,0.414912,0
9550,0.868059,0.06383,0.027771,0.103094,0.000837,0.251942,0.726754,0
9551,0.017787,0.021277,0.045244,0.29515,0.003467,0.422915,0.414912,0
9552,0.451794,0.702128,0.040141,0.619161,0.002663,0.581823,0.50307,0
9553,0.004292,0.787234,0.043533,0.619756,0.003467,0.422915,0.414912,0
9554,0.434229,0.085106,0.048727,0.185659,0.003467,0.422915,0.414912,0
9555,0.451529,0.723404,0.037679,0.637162,0.002445,0.447437,0.699123,0
9556,0.438697,0.659574,0.05305,0.499702,0.003467,0.422915,0.414912,0
9557,0.005044,0.617021,0.042422,0.473073,0.003467,0.422915,0.414912,0
9558,0.469979,0.87234,0.028221,0.356293,0.001901,0.245469,0.585526,0
9559,0.021946,0.851064,0.057464,0.444362,0.003467,0.422915,0.414912,0
9560,0.013008,0.085106,0.041281,0.365665,0.003467,0.422915,0.414912,0
9561,0.903013,0.446809,0.089618,0.548944,0.005989,0.63594,0.314474,0
9562,0.867705,0.12766,0.020626,0.099078,0.001307,0.1797,0.902632,0
9563,0.451883,0.574468,0.033626,0.362838,0.002194,0.283014,0.707895,0
9564,0.968895,0.489362,0.040261,0.41565,0.002009,0.323666,0.608772,0
9565,0.885536,0.12766,0.035907,0.244719,0.002318,0.360435,0.748684,0
9566,0.876864,0.638298,0.029092,0.532133,0.001978,0.500259,0.371053,0
9567,0.876112,0.702128,0.024829,0.27715,0.000818,0.250647,0.856579,0
9568,0.451794,0.446809,0.042362,0.697858,0.002794,0.66261,0.417105,0
9569,0.473917,0.085106,0.025219,0.186105,0.001633,0.28638,0.728947,0
9570,0.452148,0.255319,0.033025,0.232966,0.002254,0.200155,0.598246,0
9571,0.00438,0.0,0.045394,0.498364,0.003467,0.422915,0.414912,0
9572,0.876598,1.0,0.028251,0.392591,0.001178,0.382962,0.767544,0
9573,0.437945,0.787234,0.048337,0.414162,0.003467,0.422915,0.414912,0
9574,0.86797,0.744681,0.036568,0.425022,0.002285,0.306577,0.802193,0
9575,0.027477,0.021277,0.05215,0.303332,0.003467,0.422915,0.414912,0
9576,0.447901,0.021277,0.032425,0.356888,0.001984,0.34697,0.765789,0
9577,0.469979,0.808511,0.029182,0.421452,0.001971,0.242103,0.558333,0
9578,0.876775,0.893617,0.028972,0.504909,0.001558,0.283532,0.635965,0
9579,0.451175,0.276596,0.040921,0.510265,0.002723,0.457276,0.473246,0
9580,0.875935,0.808511,0.033085,0.606367,0.001683,0.451579,0.655263,0
9581,0.889872,0.085106,0.037889,0.443767,0.002464,0.497152,0.628509,0
9582,0.893943,0.617021,0.037709,0.398542,0.002052,0.428793,0.815351,0
9583,0.880669,0.617021,0.033566,0.274472,0.002079,0.185914,0.838158,0
9584,0.023008,0.042553,0.048547,0.203065,0.003467,0.422915,0.414912,0
9585,0.880802,0.659574,0.027501,0.392145,0.00182,0.437597,0.634211,0
9586,0.903102,0.340426,0.06545,0.53853,0.004358,0.561108,0.496053,0
9587,0.031459,0.744681,0.056713,0.417287,0.003467,0.422915,0.414912,0
9588,0.460024,0.978723,0.030533,0.497025,0.002023,0.471517,0.357895,0
9589,0.46113,0.12766,0.027021,0.143112,0.001822,0.246245,0.517982,0
9590,0.452369,0.638298,0.036268,0.512199,0.002503,0.56551,0.234649,0
9591,0.424494,0.12766,0.055242,0.027522,0.003467,0.422915,0.414912,0
9592,0.473342,0.595745,0.040921,0.555192,0.002854,0.510616,0.025877,0
9593,0.031724,0.787234,0.054131,0.335019,0.003467,0.422915,0.414912,0
9594,0.903367,0.87234,0.043683,0.50119,0.002937,0.523822,0.434649,0
9595,0.894739,0.851064,0.100727,0.844243,0.0065,0.677369,0.605263,0
9596,0.876112,0.085106,0.019665,0.090598,0.000841,0.243397,0.810088,0
9597,0.877085,0.851064,0.034136,0.481256,0.002385,0.432677,0.254386,0
9598,0.460511,0.914894,0.023718,0.359417,0.001583,0.418177,0.638596,0
9599,0.464714,0.276596,0.028462,0.350342,0.001938,0.33506,0.448246,0
9600,0.434184,0.148936,0.046205,0.16022,0.003467,0.422915,0.414912,0
9601,0.009159,0.553191,0.067581,0.424725,0.003467,0.422915,0.414912,0
9602,0.464404,0.12766,0.02678,0.170783,0.001791,0.241326,0.555702,0
9603,0.42476,0.042553,0.081932,0.203957,0.003467,0.422915,0.414912,0
9604,0.46936,0.12766,0.02675,0.107855,0.00178,0.192646,0.600877,0
9605,0.455821,0.319149,0.037859,0.4759,0.002624,0.290264,0.489035,0
9606,0.894518,0.170213,0.049598,0.26986,0.002991,0.398757,0.722807,0
9607,0.429937,0.914894,0.072835,0.459833,0.003467,0.422915,0.414912,0
9608,0.876643,0.106383,0.021917,0.160666,0.000841,0.274987,0.752193,0
9609,0.429627,0.12766,0.055242,0.128831,0.003467,0.422915,0.414912,0
9610,0.469891,0.468085,0.102048,0.783398,0.006859,0.655878,0.380263,0
9611,0.004779,0.106383,0.042422,0.310473,0.003467,0.422915,0.414912,0
9612,0.474183,0.021277,0.025189,0.264058,0.001658,0.245469,0.825439,0
9613,0.90319,0.276596,0.040291,0.14341,0.002092,0.146556,0.604386,0
9614,0.009247,0.170213,0.062357,0.264653,0.003467,0.422915,0.414912,0
9615,0.991018,0.702128,0.028942,0.528712,0.001955,0.491973,0.532456,0
9616,0.005088,0.978723,0.042572,0.408509,0.003467,0.422915,0.414912,0
9617,0.031724,0.170213,0.05302,0.090301,0.003467,0.422915,0.414912,0
9618,0.438963,0.148936,0.047046,0.102053,0.003467,0.422915,0.414912,0
9619,0.429715,0.0,0.049838,0.362541,0.003467,0.422915,0.414912,0
9620,0.031636,0.170213,0.051909,0.043291,0.003467,0.422915,0.414912,0
9621,0.451573,0.148936,0.032815,0.178518,0.001776,0.285085,0.838158,0
9622,0.443299,0.787234,0.055902,0.65546,0.003756,0.599689,0.435965,0
9623,0.018229,0.787234,0.043713,0.538679,0.003467,0.422915,0.414912,0
9624,0.001018,0.978723,0.044134,0.519488,0.003467,0.422915,0.414912,0
9625,0.876377,0.234043,0.028221,0.225231,0.000841,0.26696,0.837281,0
9626,0.464404,0.212766,0.02666,0.159625,0.001784,0.188762,0.600439,0
9627,0.907659,0.021277,0.060406,0.44942,0.00404,0.451062,0.582895,0
9628,0.893899,0.085106,0.05311,0.458643,0.003513,0.516313,0.64693,0
9629,0.022388,1.0,0.047526,0.290241,0.003467,0.422915,0.414912,0
9630,0.912393,0.191489,0.03993,0.151145,0.002611,0.204039,0.69386,0
9631,0.474492,0.234043,0.028882,0.209015,0.001973,0.149663,0.566667,0
9632,0.434007,0.042553,0.043383,0.134781,0.003467,0.422915,0.414912,0
9633,0.44321,0.212766,0.031974,0.144749,0.002108,0.163387,0.672807,0
9634,0.893545,0.574468,0.070824,0.570812,0.004805,0.656137,0.357456,0
9635,0.46874,0.234043,0.028071,0.17837,0.001876,0.192646,0.685088,0
9636,0.000442,0.829787,0.045214,0.504017,0.003467,0.422915,0.414912,0
9637,0.876908,0.212766,0.029422,0.311514,0.001793,0.344899,0.583772,0
9638,0.474138,0.106383,0.024889,0.15055,0.001635,0.208959,0.835965,0
9639,0.866953,0.893617,0.030533,0.330556,0.002034,0.226567,0.79693,0
9640,0.434229,0.978723,0.059385,0.413716,0.003467,0.422915,0.414912,0
9641,0.022521,0.212766,0.06545,0.165129,0.003467,0.422915,0.414912,0
9642,0.438609,0.12766,0.051099,0.102648,0.003467,0.422915,0.414912,0
9643,0.451794,0.659574,0.037258,0.537191,0.00247,0.554376,0.444298,0
