,lineNo,assgNo,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,titleNo,wordNo,label
1388,1565.0,47.0,139.0,139.0,298.0,219.0,342.7922,143.5871,408.7248,76.6893,47.9296,298.0,149.0,0.0,0.0,0.0841,0.1426,0.0368,6,1,0
1389,10821.0,333.0,99.0,139.0,139.0,99.0,141.8529,172.5877,109.11,36.0347,47.3207,139.0,139.0,517.0,0.0,0.0365,0.1595,0.022,6,2,0
1390,3199.0,98.0,319.0,20.0,20.0,199.0,89.9389,119.0851,131.5751,63.1862,71.0862,518.0,518.0,0.0,0.0,0.9836,0.9836,0.0365,1,3,0
1391,7791.0,240.0,139.0,139.0,139.0,80.0,506.0089,160.8182,532.9034,46.4004,45.401,99.0,99.0,3639.0,80.0,0.0801,0.1526,0.0094,4,2,0
1392,204.0,6.0,298.0,139.0,139.0,99.0,136.7644,254.5781,95.0474,44.2295,58.0517,139.0,139.0,0.0,0.0,0.101,0.0455,0.0187,3,2,0
1393,116.0,4.0,139.0,278.0,278.0,80.0,182.5829,109.0046,276.029,92.5014,98.0,278.0,278.0,0.0,1112.0,0.0895,0.147,0.0351,7,1,0
1394,6800.0,203.0,159.0,80.0,240.0,99.0,578.2173,244.6002,617.0008,44.365,57.1358,99.0,99.0,1134.0,298.0,0.1699,0.3379,0.0102,9,3,0
1395,3139.0,96.0,199.0,259.0,259.0,120.0,96.3146,166.818,56.356,66.3871,92.8574,259.0,259.0,0.0,0.0,1.0991,1.1741,0.0333,1,4,0
1396,10719.0,329.0,119.0,159.0,319.0,139.0,207.5488,250.0125,126.0992,81.1942,65.622,319.0,106.3333,0.0,0.0,0.006,0.2015,0.0561,5,3,0
1397,2140.0,68.0,199.0,20.0,20.0,439.0,127.4402,136.3607,131.9129,4.3012,7.8102,20.0,20.0,0.0,0.0,0.5789,2.3504,0.0047,4,3,0
1398,7343.0,225.0,99.0,139.0,139.0,99.0,159.8452,241.1327,77.1751,115.2313,81.5874,180.0,90.0,477.0,180.0,0.0208,0.1113,0.018,4,3,0
1399,6011.0,178.0,119.0,219.0,219.0,99.0,213.9585,778.0214,184.0435,28.1514,18.4391,219.0,219.0,0.0,0.0,-0.0139,0.0886,0.0163,4,8,0
1400,764.0,23.0,80.0,80.0,80.0,179.0,193.5885,121.2322,181.4966,14.9164,16.6208,80.0,80.0,0.0,0.0,0.0776,0.1296,0.0123,1,2,0
1401,10636.0,327.0,119.0,139.0,139.0,179.0,288.0508,139.5797,311.4884,56.5265,47.3207,139.0,139.0,0.0,0.0,0.1452,0.1357,0.0443,4,2,0
1402,6200.0,183.0,139.0,139.0,139.0,139.0,56.5354,701.428,16.4924,38.5032,49.5,139.0,139.0,0.0,0.0,0.1946,0.1896,0.0133,1,7,0
1403,8350.0,261.0,219.0,338.0,338.0,219.0,109.573,88.5127,101.2373,71.5437,66.0019,139.0,139.0,697.0,0.0,0.3884,0.3339,0.0227,7,1,0
1404,6199.0,183.0,179.0,139.0,139.0,139.0,128.0625,56.5354,39.5601,88.4562,89.0126,139.0,139.0,0.0,0.0,0.1946,0.1896,0.0133,1,6,0
1405,3146.0,96.0,339.0,199.0,199.0,239.0,89.0505,111.7016,70.0,93.3876,86.885,199.0,199.0,0.0,0.0,-0.1409,-0.0299,0.0256,3,3,0
1406,9311.0,289.0,99.0,119.0,119.0,99.0,172.9227,250.7494,268.2107,114.8564,99.8624,179.0,179.0,3938.0,536.0,0.1482,0.1522,0.0086,6,2,0
1407,3739.0,118.0,99.0,119.0,119.0,199.0,209.571,67.9283,225.5238,36.5855,20.8866,119.0,119.0,199.0,0.0,0.0468,0.4338,0.037,6,2,0
1408,4808.0,148.0,179.0,139.0,139.0,219.0,783.0704,158.0008,842.0594,68.9384,48.0026,259.0,259.0,1492.0,398.0,0.3161,0.3161,0.0148,4,2,0
1409,3362.0,102.0,99.0,99.0,99.0,119.0,199.6509,414.9584,264.7508,70.5762,68.9656,99.0,99.0,0.0,0.0,-0.05,0.237,0.0177,10,1,0
1410,454.0,14.0,457.0,139.0,139.0,298.0,154.9653,49.6639,130.679,79.6068,84.0372,139.0,139.0,0.0,0.0,0.0823,0.0958,0.0164,4,1,0
1411,2232.0,71.0,458.0,379.0,379.0,219.0,191.654,233.0263,207.8702,81.9054,44.2945,379.0,379.0,398.0,179.0,1.4619,2.7764,0.0561,4,4,0
1412,5034.0,153.0,139.0,139.0,139.0,199.0,126.0724,848.6849,64.3273,61.3861,85.5365,139.0,139.0,0.0,0.0,0.2981,0.4211,0.0116,8,8,0
1413,5005.0,153.0,239.0,219.0,219.0,338.0,724.1768,133.0423,742.0168,34.3001,40.942,159.0,159.0,0.0,537.0,0.0971,0.0726,0.0133,1,2,0
1414,4914.0,150.0,239.0,199.0,199.0,199.0,236.3906,100.6541,258.5208,18.4391,33.0341,278.0,278.0,516.0,278.0,0.0411,0.2116,0.025,2,1,0
1415,6462.0,191.0,80.0,179.0,179.0,239.0,192.2531,613.2889,134.3726,59.7537,42.3615,179.0,179.0,0.0,0.0,0.1479,0.0939,0.0383,3,5,0
1416,5296.0,159.0,159.0,278.0,278.0,199.0,58.8154,179.2017,78.7464,118.4451,119.9854,99.0,99.0,477.0,377.0,0.0798,0.1393,0.0072,7,5,0
1417,6160.0,181.0,139.0,179.0,179.0,99.0,199.2699,372.6342,192.5097,2.0616,3.0,179.0,179.0,0.0,0.0,0.3716,0.7781,0.021,9,5,0
1418,7107.0,216.0,99.0,159.0,239.0,179.0,98.1122,232.5048,103.8557,98.1033,79.404,179.0,179.0,0.0,318.0,0.0871,0.1316,0.0417,9,1,0
1419,9898.0,304.0,100.0,219.0,219.0,139.0,99.193,139.4794,98.4937,37.3965,39.6295,199.0,199.0,139.0,1194.0,0.038,0.1205,0.0161,3,3,0
1420,5135.0,155.0,219.0,119.0,119.0,199.0,144.17,131.6368,119.5408,58.5171,56.6149,119.0,119.0,0.0,100.0,0.1538,0.3358,0.0107,7,6,0
1421,5866.0,174.0,179.0,179.0,179.0,139.0,111.0281,101.7767,55.0364,56.1093,63.2475,179.0,179.0,557.0,557.0,0.127,0.092,0.018,3,2,0
1422,877.0,27.0,99.0,219.0,219.0,80.0,99.6657,100.0612,18.0278,86.0233,85.5,219.0,219.0,995.0,0.0,0.0369,0.1469,0.051,3,3,0
1423,5322.0,160.0,239.0,179.0,179.0,139.0,211.1333,84.0907,141.9049,79.3757,94.9645,179.0,179.0,0.0,0.0,0.1487,0.3512,0.0441,2,3,0
1424,9418.0,292.0,80.0,239.0,239.0,139.0,425.4703,153.8343,463.3757,128.1425,128.7109,239.0,239.0,0.0,0.0,0.0946,0.1531,0.0479,1,1,0
1425,1408.0,43.0,258.0,239.0,338.0,179.0,195.075,170.5,241.0332,51.6841,74.2849,179.0,89.5,834.0,0.0,0.1112,0.2327,0.0148,8,1,0
1426,10646.0,327.0,99.0,99.0,99.0,139.0,161.311,305.3936,177.5894,12.5897,23.4094,99.0,99.0,0.0,0.0,0.0572,0.0572,0.0315,7,3,0
1427,4927.0,150.0,259.0,139.0,139.0,139.0,101.4938,105.5746,35.5106,67.8178,63.9414,179.0,179.0,497.0,179.0,0.1121,0.1211,0.0161,5,3,0
1428,609.0,19.0,80.0,179.0,179.0,139.0,207.9663,192.5234,333.5461,136.1552,140.1517,179.0,179.0,0.0,358.0,0.0738,0.3303,0.0402,3,2,0
1429,127.0,4.0,119.0,139.0,139.0,338.0,113.5837,177.9129,17.2627,94.2245,86.7828,139.0,139.0,1947.0,417.0,0.0775,0.2875,0.0175,5,5,0
1430,4236.0,134.0,179.0,99.0,238.0,219.0,110.6368,356.1685,46.8188,68.9638,65.0577,139.0,139.0,1612.0,0.0,0.03,0.0435,0.0072,4,6,0
1431,10844.0,334.0,139.0,159.0,159.0,139.0,152.5549,129.4025,151.4761,25.005,7.6322,159.0,159.0,0.0,0.0,0.1375,0.267,0.0263,4,4,0
1432,9910.0,304.0,0.0,179.0,179.0,119.0,145.0422,199.4655,193.933,72.0035,176.6388,318.0,159.0,0.0,3102.0,0.159,0.285,0.0257,1,1,0
1433,6962.0,211.0,99.0,139.0,139.0,99.0,329.6673,167.6261,346.2441,22.8965,20.7966,139.0,139.0,0.0,139.0,0.1038,0.2988,0.0714,2,2,0
1434,619.0,20.0,298.0,139.0,139.0,398.0,160.5895,208.3537,155.7947,37.9012,39.6989,139.0,139.0,0.0,0.0,0.1676,0.4361,0.0534,2,2,0
1435,4042.0,130.0,139.0,239.0,239.0,139.0,579.1032,171.5488,674.1409,95.0474,95.0118,239.0,239.0,0.0,0.0,0.2346,0.3241,0.022,6,1,0
1436,3296.0,100.0,239.0,199.0,458.0,239.0,124.5321,152.1849,59.4138,96.1574,105.1725,199.0,199.0,458.0,0.0,-0.0555,-0.1215,0.027,3,2,0
1437,7606.0,234.0,139.0,159.0,159.0,80.0,198.7719,286.5157,206.6422,5.5902,17.2627,159.0,159.0,0.0,0.0,0.2011,0.1871,0.0457,10,3,0
1438,756.0,22.0,80.0,139.0,139.0,139.0,117.5043,601.9487,83.0963,32.8101,22.6771,199.0,199.0,9343.0,537.0,0.1671,1.4366,0.0119,9,7,0
1439,3014.0,92.0,199.0,159.0,159.0,379.0,57.0548,139.6612,40.4599,38.5778,52.5761,159.0,159.0,0.0,0.0,1.5181,1.7096,0.0209,2,3,0
1440,4428.0,136.0,139.0,258.0,258.0,139.0,244.778,148.3543,137.4809,109.4646,111.1497,219.0,219.0,0.0,258.0,0.2667,0.0487,0.0082,4,5,0
1441,403.0,12.0,139.0,80.0,80.0,99.0,690.0355,89.8888,765.0235,71.6886,85.9724,80.0,80.0,0.0,80.0,0.2673,0.2978,0.0144,5,1,0
1442,4182.0,133.0,99.0,238.0,238.0,199.0,491.2222,269.5056,563.4909,82.7798,74.7412,238.0,238.0,0.0,0.0,0.2085,0.1955,0.017,9,1,0
1443,9801.0,302.0,100.0,99.0,258.0,159.0,245.0862,166.5691,65.8027,186.4705,24.6678,258.0,129.0,0.0,0.0,0.1085,0.122,0.0521,2,3,0
1444,886.0,27.0,338.0,159.0,159.0,318.0,136.8,89.8137,206.4219,77.5016,97.9617,159.0,159.0,0.0,0.0,0.1029,0.1054,0.037,5,1,0
1445,1134.0,34.0,298.0,119.0,397.0,219.0,67.0671,261.8229,33.3766,41.1886,74.5419,397.0,132.3333,0.0,0.0,0.1938,0.3893,0.0513,6,3,0
1446,7548.0,230.0,219.0,119.0,119.0,219.0,67.0914,336.9054,43.4166,24.5051,56.356,119.0,119.0,0.0,0.0,0.0137,0.5327,0.0236,7,4,0
1447,6139.0,181.0,258.0,219.0,219.0,179.0,158.7844,81.7206,100.1299,52.5856,59.5252,219.0,219.0,0.0,0.0,0.1366,0.0811,0.0257,3,3,0
1448,5824.0,173.0,219.0,139.0,298.0,278.0,296.928,214.0707,306.7915,72.7908,71.9462,298.0,149.0,0.0,457.0,0.068,0.2565,0.0536,1,1,0
1449,3452.0,106.0,80.0,179.0,179.0,99.0,44.78,61.5183,127.0276,84.8646,54.811,179.0,179.0,0.0,0.0,0.1028,0.5288,0.0492,9,1,0
1450,2090.0,66.0,99.0,139.0,139.0,119.0,267.0117,183.8648,220.2272,43.6578,34.4093,99.0,99.0,0.0,99.0,0.0724,0.1859,0.0099,8,6,0
1451,2175.0,70.0,20.0,239.0,239.0,80.0,278.6149,67.574,333.4861,61.0512,71.4318,239.0,239.0,0.0,239.0,0.3729,0.1144,0.0194,5,1,0
1452,5119.0,155.0,119.0,258.0,258.0,139.0,328.7191,189.1692,409.1406,84.3045,71.8905,258.0,258.0,0.0,0.0,0.0833,0.0593,0.0233,4,1,0
1453,4879.0,149.0,139.0,119.0,119.0,219.0,172.1424,627.1475,131.2402,47.4684,55.3263,238.0,238.0,4076.0,873.0,0.1621,0.2676,0.027,2,4,0
1454,5855.0,174.0,139.0,159.0,298.0,179.0,92.5486,128.001,72.0069,21.587,169.0362,298.0,149.0,0.0,0.0,0.2235,0.2215,0.03,2,3,0
1455,3120.0,95.0,279.0,219.0,219.0,319.0,178.514,98.0778,118.596,69.0018,61.0451,219.0,219.0,0.0,0.0,0.4576,0.2006,0.0398,2,2,0
1456,7557.0,231.0,219.0,298.0,298.0,99.0,517.2316,199.01,520.2,80.6877,76.8196,298.0,298.0,0.0,0.0,0.2872,0.2927,0.05,8,1,0
1457,2555.0,78.0,339.0,179.0,179.0,379.0,84.0729,122.4091,79.7621,39.3192,26.163,120.0,120.0,22218.0,918.0,0.7725,1.4375,0.003,7,5,0
1458,10063.0,307.0,159.0,100.0,219.0,139.0,243.654,368.1644,289.4305,48.5412,55.581,219.0,109.5,0.0,0.0,0.2427,0.3547,0.0425,10,1,0
1459,6818.0,204.0,139.0,139.0,139.0,199.0,117.5383,80.4767,67.0075,50.1224,45.722,139.0,139.0,1570.0,377.0,0.1599,0.3464,0.0288,2,2,0
1460,3108.0,94.0,180.0,139.0,139.0,20.0,97.7164,83.1039,18.868,73.1642,75.1083,139.0,139.0,0.0,0.0,1.2976,3.2536,0.0234,7,2,0
1461,10447.0,319.0,179.0,139.0,139.0,80.0,184.1121,179.6003,161.79,39.6989,40.2647,119.0,119.0,238.0,537.0,0.2427,0.2687,0.0212,1,4,0
1462,6227.0,183.0,159.0,139.0,139.0,219.0,801.2219,210.5718,895.9464,94.1116,94.4312,139.0,139.0,0.0,159.0,0.0811,0.3176,0.0133,7,1,0
1463,9809.0,302.0,80.0,119.0,238.0,99.0,1452.9874,464.8252,386.2447,67.0392,71.2618,238.0,119.0,0.0,0.0,0.125,0.258,0.0481,7,5,0
1464,7361.0,225.0,159.0,179.0,179.0,338.0,707.356,193.0648,782.1023,82.8402,87.6427,179.0,179.0,0.0,1014.0,0.0513,0.1023,0.0179,9,1,0
1465,7661.0,236.0,99.0,238.0,238.0,139.0,453.6722,248.3948,374.0214,76.5016,92.0869,238.0,238.0,0.0,139.0,0.2176,0.3791,0.0239,8,4,0
1466,9143.0,287.0,139.0,219.0,219.0,258.0,410.8637,294.0017,512.0791,94.3398,98.5203,219.0,219.0,0.0,716.0,0.1342,0.1542,0.0224,3,1,0
1467,9508.0,293.0,139.0,119.0,119.0,219.0,283.893,216.0579,339.087,49.2062,56.7671,99.0,99.0,2545.0,1090.0,0.1086,0.2401,0.0069,3,4,0
1468,7465.0,227.0,99.0,99.0,99.0,258.0,137.4627,203.5301,45.0,84.5281,105.1867,99.0,99.0,0.0,239.0,0.0327,0.0417,0.0094,8,3,0
1469,3715.0,117.0,238.0,139.0,139.0,139.0,230.2851,257.7518,206.1941,46.3816,26.5047,139.0,139.0,0.0,0.0,0.2111,0.4406,0.0395,4,4,0
1470,3457.0,106.0,119.0,159.0,278.0,80.0,299.2161,190.2374,217.0,94.2444,106.5235,278.0,139.0,0.0,238.0,0.4483,0.5288,0.0764,3,3,0
1471,5635.0,167.0,199.0,179.0,179.0,139.0,96.5829,721.7579,57.0088,44.5449,51.0221,179.0,179.0,0.0,0.0,-0.0395,0.0795,0.012,4,7,0
1472,7035.0,213.0,80.0,99.0,99.0,318.0,148.0135,376.0618,54.5894,94.1409,93.0121,99.0,99.0,0.0,0.0,0.1698,0.5128,0.0202,9,4,0
1473,9706.0,299.0,179.0,119.0,119.0,139.0,84.9779,408.5893,183.4693,103.2109,89.6172,119.0,119.0,0.0,119.0,0.0425,0.043,0.0258,1,4,0
1474,161.0,5.0,397.0,99.0,99.0,99.0,80.0765,295.1085,75.0067,40.1123,42.5265,99.0,99.0,0.0,0.0,0.132,0.1855,0.0088,10,2,0
1475,8240.0,256.0,179.0,239.0,239.0,99.0,150.3671,192.0059,85.3288,73.6699,39.1312,258.0,129.0,992.0,755.0,0.3204,0.3344,0.0221,10,7,0
1476,10276.0,312.0,278.0,179.0,179.0,159.0,813.0781,846.1575,812.7903,5.5902,75.228,378.0,189.0,397.0,0.0,0.1168,0.1168,0.0546,10,5,0
1477,4284.0,135.0,199.0,159.0,159.0,119.0,84.5931,241.6676,46.5296,35.4401,33.0643,159.0,159.0,993.0,219.0,0.1205,0.211,0.0098,7,3,0
1478,1966.0,61.0,179.0,139.0,139.0,139.0,298.862,42.2404,229.0087,82.8025,195.5153,358.0,119.3333,617.0,358.0,0.0979,0.0874,0.0288,4,6,0
1479,8577.0,272.0,0.0,99.0,99.0,199.0,0.0,138.058,0.0,71.1688,69.3542,99.0,99.0,0.0,0.0,0.1527,0.2487,0.0366,1,1,0
1480,3222.0,98.0,259.0,259.0,259.0,199.0,78.5143,160.05,60.6383,25.318,75.5381,259.0,259.0,0.0,0.0,-0.3369,-0.1324,0.0182,5,5,0
1481,7169.0,219.0,80.0,99.0,99.0,80.0,165.5008,454.8937,129.2478,46.0679,48.6261,99.0,99.0,0.0,0.0,0.0251,0.2016,0.0157,7,5,0
1482,5198.0,157.0,100.0,199.0,199.0,100.0,628.0263,96.0208,701.1947,71.0387,58.8982,199.0,199.0,0.0,0.0,0.1008,0.1458,0.0205,6,1,0
1483,10367.0,316.0,99.0,99.0,99.0,139.0,68.884,184.8161,69.527,34.6591,30.0167,99.0,99.0,377.0,139.0,0.3988,0.1748,0.0184,8,3,0
1484,1664.0,52.0,159.0,179.0,179.0,199.0,263.257,315.3336,246.0325,48.9004,52.8228,179.0,179.0,457.0,0.0,0.0676,0.0946,0.0157,4,4,0
1485,9922.0,305.0,139.0,199.0,199.0,139.0,152.5819,101.4027,222.2656,78.4618,72.6395,199.0,199.0,0.0,0.0,0.0825,0.0925,0.0322,2,1,0
1486,437.0,13.0,139.0,99.0,99.0,119.0,233.8616,246.4878,139.9178,95.606,67.0019,99.0,99.0,0.0,0.0,0.1613,0.2703,0.019,7,2,0
1487,4089.0,131.0,199.0,258.0,258.0,139.0,202.9495,182.1606,188.0027,16.6208,33.6341,258.0,258.0,0.0,0.0,0.2036,0.5086,0.0519,5,3,0
1488,5716.0,169.0,80.0,80.0,80.0,179.0,502.5062,63.0734,512.001,6.5765,10.6888,80.0,80.0,398.0,518.0,0.0845,0.033,0.01,4,2,0
1489,7070.0,215.0,80.0,179.0,179.0,219.0,160.7809,189.0238,104.4797,51.4782,48.7468,139.0,139.0,0.0,318.0,0.2583,0.1968,0.0251,1,3,0
1490,846.0,25.0,179.0,219.0,219.0,139.0,66.3363,277.6698,71.6101,61.002,78.1745,219.0,219.0,0.0,0.0,0.2001,0.1441,0.0375,4,1,0
1491,10482.0,320.0,159.0,119.0,119.0,100.0,201.1796,534.5898,167.863,43.0726,22.9456,119.0,119.0,0.0,0.0,0.0542,0.1647,0.0367,7,5,0
1492,2164.0,70.0,239.0,279.0,279.0,179.0,163.0008,144.105,104.6948,76.787,75.4718,279.0,279.0,0.0,0.0,0.4999,0.4999,0.0226,2,5,0
1493,2613.0,78.0,199.0,339.0,339.0,179.0,369.3812,129.501,323.7484,55.509,36.7049,259.0,259.0,12432.0,1016.0,0.904,1.2395,0.0065,7,4,0
1494,1283.0,41.0,179.0,139.0,139.0,139.0,222.7717,131.123,283.0283,68.2495,84.0387,318.0,318.0,1271.0,0.0,0.1167,0.2992,0.0338,3,1,0
1495,809.0,24.0,80.0,159.0,159.0,258.0,274.6643,296.0068,252.0079,19.78,17.2409,159.0,159.0,0.0,0.0,0.1211,0.1796,0.0176,7,3,0
1496,9974.0,306.0,80.0,80.0,80.0,119.0,319.188,461.0043,389.4522,74.2428,78.3534,80.0,80.0,0.0,952.0,0.197,0.4915,0.0054,8,1,0
1497,5490.0,164.0,159.0,80.0,80.0,139.0,138.2624,787.5294,95.0474,42.8544,39.4271,80.0,80.0,0.0,0.0,0.1317,0.0622,0.0068,10,8,0
1498,2544.0,78.0,199.0,219.0,219.0,219.0,1591.8029,996.4834,578.2499,1105.9508,1097.3154,20.0,20.0,179.0,936.0,0.8315,0.734,0.0005,5,3,0
1499,10098.0,308.0,99.0,99.0,99.0,179.0,89.8846,182.5445,38.2884,58.8069,70.0179,99.0,99.0,0.0,0.0,0.0122,0.2347,0.0106,7,5,0
1500,3200.0,98.0,20.0,199.0,438.0,239.0,119.0851,113.7948,31.0161,118.8465,137.1177,179.0,179.0,1234.0,398.0,0.9836,0.7796,0.0126,1,4,0
1501,2455.0,77.0,518.0,20.0,20.0,140.0,119.3786,135.4114,101.1781,54.2333,53.9676,20.0,20.0,617.0,338.0,-0.8475,-0.8475,0.0018,5,4,0
1502,2864.0,87.0,199.0,120.0,120.0,20.0,1000.2986,60.1768,85.9826,1034.1992,41.3673,120.0,120.0,1334.0,219.0,1.7037,1.5457,0.0154,2,4,0
1503,9349.0,290.0,179.0,338.0,338.0,139.0,448.0904,680.3242,573.4544,128.7187,133.1662,338.0,338.0,0.0,278.0,0.0642,0.0852,0.049,2,1,0
1504,1546.0,46.0,80.0,219.0,219.0,99.0,447.1233,57.9763,453.1313,58.5342,53.4603,139.0,139.0,714.0,0.0,0.3311,0.5936,0.0357,1,2,0
1505,9070.0,285.0,179.0,238.0,238.0,80.0,228.1283,309.9665,231.5621,24.8244,14.0357,238.0,238.0,0.0,0.0,0.2012,0.3802,0.0402,5,2,0
1506,290.0,9.0,258.0,119.0,119.0,358.0,71.9253,216.2279,21.3776,54.3438,50.7568,119.0,119.0,0.0,0.0,0.1974,0.3034,0.0153,5,2,0
1507,4483.0,138.0,238.0,278.0,278.0,159.0,316.0479,202.7566,338.8244,33.0151,50.232,278.0,278.0,0.0,0.0,0.1627,0.4327,0.0344,6,1,0
1508,4796.0,148.0,139.0,219.0,219.0,219.0,139.9035,103.8809,231.2163,96.9807,83.5464,219.0,219.0,0.0,796.0,0.2396,0.3006,0.0125,4,1,0
1509,131.0,4.0,179.0,239.0,239.0,119.0,189.3621,183.892,257.841,83.3802,90.2441,239.0,239.0,0.0,1195.0,0.2875,0.556,0.0301,2,1,0
1510,5117.0,155.0,0.0,139.0,139.0,358.0,141.8185,105.6433,105.9056,32.8976,57.1074,219.0,219.0,0.0,0.0,0.0833,0.0833,0.0197,3,3,0
1511,6144.0,181.0,139.0,298.0,298.0,259.0,119.148,86.7828,68.0661,48.3141,68.5292,298.0,298.0,0.0,0.0,0.0756,0.0756,0.0349,4,4,0
1512,331.0,10.0,139.0,258.0,258.0,199.0,144.5216,168.3597,90.2718,52.6925,57.1402,258.0,258.0,199.0,0.0,0.0354,0.0639,0.0441,3,4,0
1513,2378.0,75.0,219.0,239.0,239.0,538.0,205.0494,56.921,222.6118,49.6588,39.3605,20.0,20.0,956.0,20.0,0.6472,-0.0498,0.0021,3,2,0
1514,1144.0,34.0,139.0,139.0,139.0,179.0,471.9883,419.5655,521.0614,76.0543,99.0063,119.0,119.0,258.0,278.0,0.2743,0.2743,0.0154,9,2,0
1515,8738.0,277.0,179.0,159.0,159.0,139.0,207.0441,264.8703,129.5569,79.0142,89.0225,159.0,159.0,238.0,0.0,0.1758,0.1838,0.0168,5,5,0
1516,1807.0,57.0,119.0,80.0,80.0,80.0,246.1229,134.708,221.1447,28.1114,23.4361,80.0,80.0,0.0,99.0,0.1663,0.1739,0.0089,7,5,0
1517,4743.0,146.0,219.0,119.0,477.0,179.0,205.6502,335.226,125.0,83.3262,134.2097,477.0,159.0,0.0,477.0,0.2226,0.2386,0.0544,1,5,0
1518,2778.0,85.0,239.0,259.0,259.0,279.0,130.8606,182.3904,99.2472,47.5237,86.419,259.0,259.0,0.0,0.0,-0.2753,-0.0108,0.0235,2,2,0
1519,8053.0,250.0,99.0,139.0,238.0,80.0,518.5022,80.5062,463.2429,66.9104,66.9496,238.0,119.0,0.0,0.0,0.1718,0.3408,0.0419,7,7,0
1520,10667.0,328.0,119.0,80.0,180.0,139.0,356.7948,54.6466,334.4324,31.257,33.2415,180.0,90.0,258.0,0.0,0.0642,0.1377,0.0179,5,6,0
1521,1034.0,31.0,298.0,179.0,179.0,119.0,306.9796,8.7464,287.9601,31.1849,44.4213,179.0,179.0,0.0,0.0,0.1189,0.0984,0.0153,4,2,0
1522,3826.0,122.0,139.0,80.0,160.0,139.0,182.6034,166.527,108.2266,74.0608,68.4726,160.0,80.0,0.0,0.0,0.2428,0.1218,0.0284,2,2,0
1523,7131.0,217.0,99.0,139.0,139.0,179.0,101.6366,106.0189,60.8769,61.9536,65.0173,139.0,139.0,0.0,0.0,0.1456,0.2196,0.0362,7,4,0
1524,354.0,11.0,80.0,139.0,139.0,159.0,314.331,140.2257,329.3706,17.9025,22.6385,139.0,139.0,9785.0,219.0,0.1169,0.0829,0.0128,7,2,0
1525,5999.0,178.0,99.0,199.0,199.0,139.0,1121.4024,81.6241,65.0077,80.5621,88.1618,179.0,179.0,675.0,339.0,0.1931,0.2071,0.0133,3,3,0
1526,4954.0,151.0,258.0,179.0,358.0,199.0,116.2497,193.0525,49.6488,73.1249,32.73,358.0,179.0,0.0,219.0,0.0901,0.2116,0.0519,4,2,0
1527,5448.0,164.0,179.0,239.0,239.0,238.0,203.2978,333.0323,149.7531,48.0416,61.0942,239.0,239.0,0.0,0.0,0.0882,0.1787,0.0203,2,4,0
1528,3372.0,103.0,119.0,159.0,159.0,139.0,94.3835,271.3899,153.5839,51.0,48.3994,159.0,159.0,933.0,159.0,0.0845,0.248,0.0222,3,4,0
1529,4127.0,132.0,199.0,239.0,239.0,139.0,147.5076,136.5229,221.0362,73.5833,72.8371,199.0,199.0,0.0,557.0,0.2045,0.55,0.0235,10,5,0
1530,1006.0,31.0,338.0,159.0,159.0,159.0,243.6847,216.3805,222.2724,22.1923,39.5885,159.0,159.0,0.0,0.0,0.0159,0.1274,0.0136,1,3,0
1531,8366.0,262.0,179.0,119.0,119.0,199.0,139.7033,100.0012,251.406,138.4783,134.1576,179.0,179.0,557.0,0.0,0.2532,0.5452,0.0763,1,1,0
1532,2748.0,83.0,1036.0,359.0,359.0,359.0,55.9732,176.7442,97.6524,58.2344,58.1421,418.0,209.0,0.0,418.0,0.438,2.47,0.0418,7,1,0
1533,8843.0,279.0,139.0,80.0,80.0,119.0,345.3259,677.7974,274.3574,70.7142,79.3552,80.0,80.0,0.0,0.0,0.0193,0.0958,0.0099,7,7,0
1534,9114.0,286.0,99.0,80.0,80.0,80.0,323.7901,126.58,273.1831,49.3356,53.7331,80.0,80.0,358.0,159.0,0.0587,0.2052,0.0089,5,6,0
1535,1300.0,41.0,139.0,179.0,179.0,80.0,86.0058,192.9378,23.3452,69.0959,63.5649,179.0,179.0,0.0,0.0,0.2747,0.2352,0.019,10,4,0
1536,1767.0,55.0,219.0,219.0,338.0,159.0,151.8898,135.8538,179.201,82.1523,90.025,338.0,169.0,0.0,0.0,0.1023,0.2439,0.0569,2,1,0
1537,5519.0,165.0,159.0,139.0,139.0,179.0,576.5137,115.9062,655.7965,81.4877,69.2189,139.0,139.0,318.0,259.0,0.053,0.048,0.0145,5,2,0
1538,10717.0,329.0,99.0,258.0,556.0,119.0,135.356,161.4845,198.6479,64.8093,34.0918,556.0,278.0,0.0,0.0,-0.0505,0.0825,0.0978,5,1,0
1539,1026.0,31.0,338.0,159.0,159.0,159.0,231.6948,279.6788,184.22,48.5644,61.5833,159.0,159.0,0.0,0.0,0.1009,0.1254,0.0136,1,3,0
1540,3414.0,104.0,239.0,238.0,238.0,159.0,258.0514,126.3349,314.0701,85.0,78.2001,298.0,298.0,0.0,834.0,0.2163,0.3893,0.0658,4,1,0
1541,6858.0,206.0,119.0,99.0,99.0,80.0,211.3534,196.4701,80.4487,161.623,159.0739,99.0,99.0,0.0,0.0,0.0869,0.2544,0.043,3,6,0
1542,10498.0,321.0,80.0,80.0,80.0,80.0,321.753,161.834,376.4492,55.8144,67.2031,80.0,80.0,0.0,199.0,0.1837,0.3742,0.008,4,2,0
