,model,data_name,sample_len,class_disbalance,f1_test_raw_disbalanced,f1_test_raw_population,f1_test_ctgan_on_disbalanced,f1_test_ctgan_on_population
250,Random Forest,bank-marketing,2000,0.4,0.4628099173553719,0.46179310344827584,0.004878048780487805,0.01906857352401907
251,Neural Net,bank-marketing,2000,0.4,0.616822429906542,0.734903488578006,0.5289079229122056,0.6483277261033049
252,AdaBoost,bank-marketing,2000,0.4,0.6133333333333333,0.6731793960923623,0.17660044150110377,0.15561569688768606
253,Naive Bayes,bank-marketing,2000,0.4,0.5390070921985816,0.5859933301572178,0.2557726465364121,0.2720329024676851
254,QDA,bank-marketing,2000,0.4,0.5379310344827586,0.569015444015444,0.24057450628366248,0.26686303387334315
255,XGB,bank-marketing,2000,0.4,0.6052631578947368,0.6943050403665721,0.2857142857142857,0.3340857787810384
256,Nearest Neighbors,bank-marketing,2000,0.6,0.6396396396396397,0.6733278955954323,0.5204778156996587,0.5607950941002326
257,Decision Tree,bank-marketing,2000,0.6,0.7381974248927039,0.7492543249154902,0.6378286683630195,0.6531624638280281
258,Random Forest,bank-marketing,2000,0.6,0.6567164179104478,0.6412669267844847,0.4862665310274669,0.4972972972972973
259,Neural Net,bank-marketing,2000,0.6,0.698961937716263,0.762171975573527,0.38461538461538464,0.3836427226257735
260,AdaBoost,bank-marketing,2000,0.6,0.7272727272727273,0.7396761133603239,0.48296593186372744,0.49624060150375937
261,Naive Bayes,bank-marketing,2000,0.6,0.6355140186915887,0.6653870761356366,0.44676409185803756,0.4584066348328726
262,QDA,bank-marketing,2000,0.6,0.6325581395348837,0.652946273830156,0.4474505723204995,0.4577889447236181
263,XGB,bank-marketing,2000,0.6,0.7224669603524229,0.7531897926634769,0.5696757230499562,0.5906623235613464
264,Nearest Neighbors,bank-marketing,2000,0.8,0.6518987341772152,0.6962200672867603,0.53904873752202,0.583660497289213
265,Decision Tree,bank-marketing,2000,0.8,0.7329192546583851,0.7638036809815951,0.5678496868475992,0.5649393605292172
266,Random Forest,bank-marketing,2000,0.8,0.7189542483660131,0.754410307234886,0.6022651565622918,0.632687447346251
267,Neural Net,bank-marketing,2000,0.8,0.6209386281588448,0.6500109577032654,0.636668262326472,0.6763314512437052
268,AdaBoost,bank-marketing,2000,0.8,0.6754098360655738,0.7442967665145804,0.6396562308164518,0.6718446601941748
269,Naive Bayes,bank-marketing,2000,0.8,0.6521739130434783,0.6569438397910318,0.6033287101248266,0.6220968092033862
270,QDA,bank-marketing,2000,0.8,0.5977859778597786,0.6390558895568915,0.6026443980514962,0.6178967994774657
271,XGB,bank-marketing,2000,0.8,0.764525993883792,0.7711896617255797,0.6264196054991034,0.6461944235116804
272,Nearest Neighbors,bank-marketing,2000,1.0,0.739454094292804,0.7182111047943908,0.5842349304482226,0.5932170913968193
273,Decision Tree,bank-marketing,2000,1.0,0.7822014051522248,0.7717157214644652,0.4580559254327563,0.46827569047026624
274,Random Forest,bank-marketing,2000,1.0,0.8019323671497585,0.7769145394006659,0.5160883280757098,0.5194681861348528
275,Neural Net,bank-marketing,2000,1.0,0.7759336099585062,0.7491896897669393,0.6588807785888078,0.6690608726880948
276,AdaBoost,bank-marketing,2000,1.0,0.769620253164557,0.7594293531366034,0.5878178592548787,0.5878665771211103
277,Naive Bayes,bank-marketing,2000,1.0,0.7016574585635359,0.6947890818858561,0.5277777777777778,0.5305832147937412
278,QDA,bank-marketing,2000,1.0,0.7032967032967034,0.6884223654125962,0.5247148288973384,0.5268919562113279
279,XGB,bank-marketing,2000,1.0,0.7591240875912408,0.7831369661266568,0.5767441860465117,0.5749836280288146
280,Nearest Neighbors,bank-marketing,3000,0.2,0.32653061224489793,0.5089308827336267,0.26047904191616766,0.414050822122571
281,Decision Tree,bank-marketing,3000,0.2,0.47058823529411764,0.6324017053529133,0.33992094861660077,0.4076607387140903
282,Random Forest,bank-marketing,3000,0.2,0.22857142857142856,0.23989654057549306,0.09202453987730061,0.0903954802259887
283,Neural Net,bank-marketing,3000,0.2,0.21951219512195122,0.41792717086834735,0.5206508135168961,0.7056910569105691
284,AdaBoost,bank-marketing,3000,0.2,0.4,0.564765525982256,0.3761638733705773,0.43879173290937995
285,Naive Bayes,bank-marketing,3000,0.2,0.32323232323232326,0.5366708385481852,0.34941763727121466,0.42723977213878817
286,QDA,bank-marketing,3000,0.2,0.32323232323232326,0.5326331582895724,0.35058430717863104,0.4240062353858145
287,XGB,bank-marketing,3000,0.2,0.5504587155963303,0.6163098388260765,0.38436482084690554,0.46177138531415596
288,Nearest Neighbors,bank-marketing,3000,0.4,0.5689655172413793,0.6192986477194591,0.4135090609555189,0.5242541562286495
289,Decision Tree,bank-marketing,3000,0.4,0.6557377049180327,0.7276166456494325,0.37389380530973454,0.4003303964757709
290,Random Forest,bank-marketing,3000,0.4,0.6132075471698113,0.6216603053435115,0.37790055248618787,0.42876380285483434
291,Neural Net,bank-marketing,3000,0.4,0.45918367346938777,0.5190329218106996,0.47460757156048017,0.5044422507403751
292,AdaBoost,bank-marketing,3000,0.4,0.6533864541832669,0.7077713551701991,0.4205607476635514,0.484251968503937
293,Naive Bayes,bank-marketing,3000,0.4,0.5263157894736842,0.6129032258064516,0.4566787003610108,0.4964677222898904
294,QDA,bank-marketing,3000,0.4,0.5135135135135135,0.6098345588235294,0.4470802919708029,0.48484848484848486
295,XGB,bank-marketing,3000,0.4,0.6390041493775933,0.7163287086446105,0.49403122130394855,0.5429179475053204
296,Nearest Neighbors,bank-marketing,3000,0.6,0.6862170087976539,0.6876061120543294,0.47402218330414475,0.5094422485726834
297,Decision Tree,bank-marketing,3000,0.6,0.7100271002710027,0.7600631412786109,0.3830734966592428,0.39591727101799623
298,Random Forest,bank-marketing,3000,0.6,0.6850152905198776,0.7107296137339055,0.32582322357019067,0.3062200956937799
299,Neural Net,bank-marketing,3000,0.6,0.6309148264984227,0.6558791801510249,0.4756527875793931,0.48073022312373226
300,AdaBoost,bank-marketing,3000,0.6,0.7220630372492837,0.7514661274014156,0.4649298597194389,0.4889867841409692
301,Naive Bayes,bank-marketing,3000,0.6,0.6130030959752322,0.6772085178157284,0.46164383561643835,0.5024485798237023
302,QDA,bank-marketing,3000,0.6,0.6273291925465838,0.6662393162393162,0.4654346338124572,0.5035478345975043
303,XGB,bank-marketing,3000,0.6,0.69164265129683,0.7552561747295367,0.5504702194357367,0.5828571428571429
304,Nearest Neighbors,bank-marketing,3000,0.8,0.6558891454965358,0.7057893696897847,0.5815899581589958,0.5987411487018096
305,Decision Tree,bank-marketing,3000,0.8,0.724373576309795,0.748020304568528,0.577667493796526,0.5929943502824859
306,Random Forest,bank-marketing,3000,0.8,0.728051391862955,0.7586340706247575,0.6071103008204193,0.6296763345943673
307,Neural Net,bank-marketing,3000,0.8,0.6005221932114883,0.628310502283105,0.07109737248840804,0.06785589366911507
308,AdaBoost,bank-marketing,3000,0.8,0.7268722466960352,0.7641379310344828,0.6238286479250335,0.6462809917355372
309,Naive Bayes,bank-marketing,3000,0.8,0.6066350710900474,0.6553062985332183,0.5712900096993211,0.5800089645898701
310,QDA,bank-marketing,3000,0.8,0.5899280575539568,0.6425738210665491,0.5700389105058365,0.5810356422326832
311,XGB,bank-marketing,3000,0.8,0.7440860215053764,0.7743678826481374,0.6472433886149709,0.6584056175134242
312,Nearest Neighbors,bank-marketing,3000,1.0,0.7257799671592775,0.724007561436673,0.5748320097739767,0.5984415584415584
313,Decision Tree,bank-marketing,3000,1.0,0.7785234899328859,0.7634651600753296,0.5782634376845835,0.592969776609724
314,Random Forest,bank-marketing,3000,1.0,0.7894736842105263,0.7743868189477626,0.5632845188284519,0.5752616836208168
315,Neural Net,bank-marketing,3000,1.0,0.7284595300261096,0.7374415887850467,0.6178361755661168,0.6212311557788944
316,AdaBoost,bank-marketing,3000,1.0,0.7854785478547854,0.7737961926091825,0.5683796686324066,0.5786084498193812
317,Naive Bayes,bank-marketing,3000,1.0,0.700374531835206,0.6980552712384852,0.5546666666666666,0.5659030050580185
318,QDA,bank-marketing,3000,1.0,0.6971428571428572,0.6842325386867419,0.5606181721289635,0.5702835089802583
319,XGB,bank-marketing,3000,1.0,0.8006535947712419,0.7905167623634006,0.58806319485079,0.610325550805656
320,Nearest Neighbors,california,100,0.2,0.5,0.17581365666879387,0.0,0.2261136712749616
321,Decision Tree,california,100,0.2,0.6666666666666666,0.6553016563897957,0.0,0.0003900916715428126
322,Random Forest,california,100,0.2,0.6666666666666666,0.5111669458403126,0.0,0.0
323,Neural Net,california,100,0.2,0.0,0.00039032006245121,0.16666666666666666,0.013937282229965157
324,AdaBoost,california,100,0.2,0.6666666666666666,0.6316721477358967,0.0,0.0
325,Naive Bayes,california,100,0.2,0.5714285714285714,0.6716137123745819,0.3333333333333333,0.06307837582625118
326,QDA,california,100,0.2,0.0,0.0,0.3333333333333333,0.06314993382491964
327,XGB,california,100,0.2,0.6666666666666666,0.5497888571039368,0.0,0.043239142802958465
328,Nearest Neighbors,california,100,0.4,0.0,0.35601410474076006,0.4166666666666667,0.3760382582431412
329,Decision Tree,california,100,0.4,0.4,0.5779554540262707,0.46153846153846156,0.3441816161295444
330,Random Forest,california,100,0.4,0.5,0.6858391809501898,0.0,0.010798303123794832
331,Neural Net,california,100,0.4,0.2857142857142857,0.6391003067136204,0.0,0.016605522301602626
332,AdaBoost,california,100,0.4,0.4,0.7417734495130702,0.09523809523809523,0.13398692810457516
333,Naive Bayes,california,100,0.4,0.3333333333333333,0.6947990294334846,0.18181818181818182,0.3370931356751531
334,QDA,california,100,0.4,0.5,0.7056703762586115,0.25,0.4435957696827262
335,XGB,california,100,0.4,0.4,0.6615401515983742,0.16666666666666666,0.31442756130585225
336,Nearest Neighbors,california,100,0.6,0.18181818181818182,0.39007946063086923,0.40625,0.41821754710438097
337,Decision Tree,california,100,0.6,0.5454545454545454,0.7122736418511066,0.06451612903225806,0.15201729106628242
338,Random Forest,california,100,0.6,0.8,0.760777683854607,0.0,0.01951779563719862
339,Neural Net,california,100,0.6,0.6666666666666666,0.7235480464625133,0.0,0.08663594470046083
340,AdaBoost,california,100,0.6,0.6666666666666666,0.7690070627336933,0.125,0.13771802325581395
341,Naive Bayes,california,100,0.6,0.6153846153846154,0.7316398141741624,0.5365853658536586,0.5479112091548325
342,QDA,california,100,0.6,0.7272727272727273,0.7166047745358091,0.5909090909090909,0.5876138914564901
343,XGB,california,100,0.6,0.5,0.7466976645883969,0.5217391304347826,0.3740340030911901
344,Nearest Neighbors,california,100,0.8,0.36363636363636365,0.4925343420266773,0.4523809523809524,0.47505154639175257
345,Decision Tree,california,100,0.8,0.7058823529411765,0.5883128295254832,0.4857142857142857,0.5473217411599953
346,Random Forest,california,100,0.8,0.7692307692307693,0.7061706393406104,0.047619047619047616,0.05049934049368758
347,Neural Net,california,100,0.8,0.4,0.5261563876651982,0.13333333333333333,0.07418181818181818
348,AdaBoost,california,100,0.8,0.36363636363636365,0.6898604269293924,0.5517241379310345,0.46622623702305516
349,Naive Bayes,california,100,0.8,0.631578947368421,0.6789287816362566,0.6229508196721312,0.5324986680873735
350,QDA,california,100,0.8,0.8,0.7696901829040687,0.6229508196721312,0.5539869281045752
351,XGB,california,100,0.8,0.5,0.7188074331223198,0.4675324675324675,0.5179229480737019
352,Nearest Neighbors,california,100,1.0,0.6153846153846154,0.49644409324377714,0.4166666666666667,0.4757481940144479
353,Decision Tree,california,100,1.0,0.7272727272727273,0.696989467797558,0.24561403508771928,0.24845136447346391
354,Random Forest,california,100,1.0,0.8461538461538461,0.7677812673194162,0.3870967741935484,0.3617188729733984
355,Neural Net,california,100,1.0,0.72,0.7305422353375138,0.6428571428571429,0.6625378281370962
356,AdaBoost,california,100,1.0,0.75,0.7762503656039778,0.5,0.4307924528301887
357,Naive Bayes,california,100,1.0,0.6666666666666666,0.723138832997988,0.5555555555555556,0.471866295264624
358,QDA,california,100,1.0,0.8,0.7828866948754114,0.547945205479452,0.4901196771500139
359,XGB,california,100,1.0,0.782608695652174,0.7815366972477065,0.5316455696202531,0.5300202116276305
360,Nearest Neighbors,california,200,0.2,0.0,0.21070757670632437,0.21621621621621623,0.22647237401335762
361,Decision Tree,california,200,0.2,0.6,0.6494904385663575,0.0,0.013028103480364787
362,Random Forest,california,200,0.2,0.5,0.47251941961014216,0.0,0.0
363,Neural Net,california,200,0.2,0.25,0.29372937293729373,0.0,0.0007803355442840422
364,AdaBoost,california,200,0.2,0.5714285714285714,0.6559031281533805,0.0,0.0
365,Naive Bayes,california,200,0.2,0.3,0.6692989644639797,0.09523809523809523,0.018188854489164085
366,QDA,california,200,0.2,0.3076923076923077,0.7002493765586035,0.0,0.00971628449280995
367,XGB,california,200,0.2,0.5,0.527125394863343,0.0,0.022259950952650442
368,Nearest Neighbors,california,200,0.4,0.16666666666666666,0.24619840695148443,0.3561643835616438,0.4114205476246197
369,Decision Tree,california,200,0.4,0.5333333333333333,0.6582519647535128,0.125,0.09638122536725188
370,Random Forest,california,200,0.4,0.4,0.677392444285544,0.046511627906976744,0.17563837129054521
371,Neural Net,california,200,0.4,0.0,0.16726795670711708,0.5294117647058824,0.5561956122073783
372,AdaBoost,california,200,0.4,0.631578947368421,0.7383951878333901,0.45714285714285713,0.47593445980542753
373,Naive Bayes,california,200,0.4,0.47058823529411764,0.695130086724483,0.5853658536585366,0.7024879782563245
374,QDA,california,200,0.4,0.75,0.7799043062200957,0.5945945945945946,0.7086631247967039
375,XGB,california,200,0.4,0.7058823529411765,0.7412540516374204,0.4507042253521127,0.4678391341778379
376,Nearest Neighbors,california,200,0.6,0.34782608695652173,0.40018887970723643,0.36363636363636365,0.40316021842686184
377,Decision Tree,california,200,0.6,0.7272727272727273,0.6825221238938053,0.031746031746031744,0.029867674858223062
378,Random Forest,california,200,0.6,0.6666666666666666,0.7404926534140017,0.0,0.0003899395593682979
379,Neural Net,california,200,0.6,0.6666666666666666,0.6997043169722058,0.03225806451612903,0.01800766283524904
380,AdaBoost,california,200,0.6,0.7368421052631579,0.7933625547902317,0.0,0.0
381,Naive Bayes,california,200,0.6,0.4444444444444444,0.7323687474162878,0.03225806451612903,0.017247987734764277
382,QDA,california,200,0.6,0.6956521739130435,0.8011134057645686,0.0,0.018352131523609254
383,XGB,california,200,0.6,0.7619047619047619,0.7885476314419573,0.175,0.17953207066687887
384,Nearest Neighbors,california,200,0.8,0.5882352941176471,0.4665833853841349,0.4720496894409938,0.47894251460190596
385,Decision Tree,california,200,0.8,0.5882352941176471,0.6874213836477987,0.19607843137254902,0.23687423687423687
386,Random Forest,california,200,0.8,0.7647058823529411,0.6920454545454545,0.29906542056074764,0.3258460616951183
387,Neural Net,california,200,0.8,0.8108108108108109,0.7218634197988354,0.04819277108433735,0.015784408084696822
388,AdaBoost,california,200,0.8,0.8108108108108109,0.77963931277345,0.4576271186440678,0.4421890001371554
389,Naive Bayes,california,200,0.8,0.7894736842105263,0.7347728661641882,0.546875,0.6143353174603174
390,QDA,california,200,0.8,0.8205128205128205,0.7991718426501035,0.578125,0.6273261508325172
391,XGB,california,200,0.8,0.7894736842105263,0.7839732189559577,0.46153846153846156,0.4892904953145917
392,Nearest Neighbors,california,200,1.0,0.55,0.425223593343145,0.5268817204301075,0.4792570909457959
393,Decision Tree,california,200,1.0,0.7659574468085106,0.6790302527973477,0.5526315789473685,0.5717444717444717
394,Random Forest,california,200,1.0,0.7555555555555555,0.7864494853602478,0.24806201550387597,0.28584018801410105
395,Neural Net,california,200,1.0,0.6,0.6914906313402553,0.0196078431372549,0.01727447216890595
396,AdaBoost,california,200,1.0,0.7317073170731707,0.7722543352601156,0.30158730158730157,0.3933933933933934
397,Naive Bayes,california,200,1.0,0.27586206896551724,0.4021390374331551,0.27419354838709675,0.19766666666666666
398,QDA,california,200,1.0,0.5945945945945946,0.6899167890357317,0.2459016393442623,0.16824005394470667
399,XGB,california,200,1.0,0.7619047619047619,0.8017477898587542,0.3684210526315789,0.48038763267189666
400,Nearest Neighbors,california,300,0.2,0.0,0.14812332439678283,0.19672131147540983,0.2689715792557867
401,Decision Tree,california,300,0.2,0.5,0.5941960038058991,0.0,0.005795981452859351
402,Random Forest,california,300,0.2,0.2222222222222222,0.3944229279628195,0.0,0.0
403,Neural Net,california,300,0.2,0.0,0.09855174849876369,0.0,0.01809432146294514
404,AdaBoost,california,300,0.2,0.5,0.6175552503433637,0.0,0.0
405,Naive Bayes,california,300,0.2,0.4444444444444444,0.6240892531876139,0.17142857142857143,0.07066222715501295
406,QDA,california,300,0.2,0.47058823529411764,0.660948296402192,0.11764705882352941,0.0684298132051045
407,XGB,california,300,0.2,0.6666666666666666,0.6119289340101522,0.0625,0.048053641273980256
408,Nearest Neighbors,california,300,0.4,0.3333333333333333,0.3031965976128413,0.296875,0.3480361001652472
409,Decision Tree,california,300,0.4,0.4,0.7182403433476395,0.0,0.0015515903801396431
410,Random Forest,california,300,0.4,0.42857142857142855,0.6415617128463476,0.0,0.0
411,Neural Net,california,300,0.4,0.2727272727272727,0.35005804204823937,0.4528301886792453,0.6615616205249034
412,AdaBoost,california,300,0.4,0.47058823529411764,0.7508555783709788,0.0,0.0
413,Naive Bayes,california,300,0.4,0.4186046511627907,0.6931835667025696,0.09523809523809523,0.04229377024195085
414,QDA,california,300,0.4,0.5185185185185185,0.7835750612168016,0.09523809523809523,0.021129466000768343
415,XGB,california,300,0.4,0.6,0.7437310244012144,0.1728395061728395,0.3074567447557801
416,Nearest Neighbors,california,300,0.6,0.5454545454545454,0.40733433909713357,0.45161290322580644,0.45657837603126356
417,Decision Tree,california,300,0.6,0.625,0.6764997248211337,0.6276595744680851,0.6745513020022824
418,Random Forest,california,300,0.6,0.6428571428571429,0.6956210476076841,0.3392857142857143,0.3661227661227661
419,Neural Net,california,300,0.6,0.6896551724137931,0.6613525968364679,0.6407766990291263,0.7055534130350944
420,AdaBoost,california,300,0.6,0.7222222222222222,0.7853674328261573,0.5961538461538461,0.687190443818588
421,Naive Bayes,california,300,0.6,0.6521739130434783,0.7518076644974693,0.6545454545454545,0.6769590643274854
422,QDA,california,300,0.6,0.7804878048780488,0.8088461538461539,0.6666666666666666,0.6909634398712348
423,XGB,california,300,0.6,0.7647058823529411,0.7962584668315235,0.6037735849056604,0.6414948204085584
424,Nearest Neighbors,california,300,0.8,0.4888888888888889,0.4490805462953006,0.4860557768924303,0.48932275777913364
425,Decision Tree,california,300,0.8,0.8333333333333334,0.7716599190283401,0.6009389671361502,0.6169982698961938
426,Random Forest,california,300,0.8,0.7111111111111111,0.7763277693474963,0.6387434554973822,0.6639146886824906
427,Neural Net,california,300,0.8,0.2,0.15471823941313773,0.03278688524590164,0.06451612903225806
428,AdaBoost,california,300,0.8,0.7727272727272727,0.8163833383040063,0.6178010471204188,0.6690033882462905
429,Naive Bayes,california,300,0.8,0.7916666666666666,0.7362580910305148,0.6073298429319371,0.6390747250255131
430,QDA,california,300,0.8,0.84,0.8107344632768362,0.5773195876288659,0.6356158292574478
431,XGB,california,300,0.8,0.875,0.8363213489679232,0.5909090909090909,0.6135710178263369
432,Nearest Neighbors,california,300,1.0,0.49230769230769234,0.5093813143461946,0.5379310344827586,0.49534412955465584
433,Decision Tree,california,300,1.0,0.5283018867924528,0.6997333333333333,0.6474358974358975,0.6429683921209345
434,Random Forest,california,300,1.0,0.6984126984126984,0.7609350649350649,0.5301204819277109,0.5781948168007149
435,Neural Net,california,300,1.0,0.6470588235294118,0.6228989848560492,0.7139364303178484,0.6920829275080006
436,AdaBoost,california,300,1.0,0.8253968253968254,0.8019706336939721,0.7285223367697594,0.7422117647058823
437,Naive Bayes,california,300,1.0,0.8235294117647058,0.7467016000748573,0.7272727272727273,0.7270065449534964
438,QDA,california,300,1.0,0.8333333333333334,0.7977106398949146,0.6993464052287581,0.7116182572614108
439,XGB,california,300,1.0,0.7936507936507936,0.7811727479481855,0.5333333333333333,0.5616108996193148
440,Nearest Neighbors,california,400,0.2,0.0,0.048871479201641484,0.15873015873015872,0.25044404973357015
441,Decision Tree,california,400,0.2,0.42105263157894735,0.5604657316750463,0.0,0.005055415127357573
442,Random Forest,california,400,0.2,0.5,0.49596541786743514,0.0,0.0
443,Neural Net,california,400,0.2,0.0,0.00039032006245121,0.0,0.0007803355442840422
444,AdaBoost,california,400,0.2,0.7368421052631579,0.6303077522399688,0.0,0.0
445,Naive Bayes,california,400,0.2,0.5,0.7049221708035339,0.04081632653061224,0.025494672754946726
446,QDA,california,400,0.2,0.56,0.7482333939026853,0.04081632653061224,0.026615969581749048
447,XGB,california,400,0.2,0.7368421052631579,0.5880159786950733,0.0,0.02823349866463182
448,Nearest Neighbors,california,400,0.4,0.29411764705882354,0.27733257012020607,0.27218934911242604,0.4143360752056404
449,Decision Tree,california,400,0.4,0.7222222222222222,0.69169641828861,0.25263157894736843,0.2426707337739366
450,Random Forest,california,400,0.4,0.5925925925925926,0.663600198906017,0.04878048780487805,0.012031826120706385
451,Neural Net,california,400,0.4,0.5161290322580645,0.5177421391589847,0.48344370860927155,0.6620781527531083
452,AdaBoost,california,400,0.4,0.8125,0.7819318057230566,0.0,0.0
453,Naive Bayes,california,400,0.4,0.75,0.6953776775648253,0.09523809523809523,0.07334963325183375
454,QDA,california,400,0.4,0.8571428571428571,0.8010802950036356,0.13953488372093023,0.0980319346453769
455,XGB,california,400,0.4,0.8235294117647058,0.7840546195352934,0.18556701030927836,0.24854557207498384
456,Nearest Neighbors,california,400,0.6,0.35294117647058826,0.3605896434421066,0.3949579831932773,0.43022996204509933
457,Decision Tree,california,400,0.6,0.8421052631578947,0.7348107305693988,0.08,0.07601572739187418
458,Random Forest,california,400,0.6,0.7547169811320755,0.7397508493771234,0.03278688524590164,0.03559808612440191
459,Neural Net,california,400,0.6,0.6521739130434783,0.6650187065740246,0.49808429118773945,0.5620696849572293
460,AdaBoost,california,400,0.6,0.8148148148148148,0.7897196261682243,0.11023622047244094,0.06381381381381382
461,Naive Bayes,california,400,0.6,0.7857142857142857,0.7471397081977538,0.15384615384615385,0.19789103690685414
462,QDA,california,400,0.6,0.8666666666666667,0.822362664073894,0.2222222222222222,0.24576995385404204
463,XGB,california,400,0.6,0.7857142857142857,0.7737527114967462,0.5384615384615384,0.4975949975949976
464,Nearest Neighbors,california,400,0.8,0.5172413793103449,0.45691074761225164,0.4853801169590643,0.5306006262453743
465,Decision Tree,california,400,0.8,0.6666666666666666,0.7461004327261749,0.6872037914691943,0.7363556688710063
466,Random Forest,california,400,0.8,0.7931034482758621,0.7837947882736156,0.7104622871046229,0.749597164034805
467,Neural Net,california,400,0.8,0.5714285714285714,0.6470061221442437,0.6081871345029239,0.6654899653526836
468,AdaBoost,california,400,0.8,0.8524590163934426,0.8342480790340285,0.6962616822429907,0.734947991800167
469,Naive Bayes,california,400,0.8,0.6352941176470588,0.70285624112356,0.6604651162790698,0.7020974845114578
470,QDA,california,400,0.8,0.684931506849315,0.7755995098897251,0.6502242152466368,0.6957345971563981
471,XGB,california,400,0.8,0.7586206896551724,0.8336290163611275,0.6191646191646192,0.6733731530965106
472,Nearest Neighbors,california,400,1.0,0.5945945945945946,0.5290199809705043,0.51,0.5029055451590663
473,Decision Tree,california,400,1.0,0.6774193548387096,0.7181074508069865,0.5756929637526652,0.572679943806297
474,Random Forest,california,400,1.0,0.7714285714285715,0.7933725074655621,0.4529616724738676,0.4645144425565286
475,Neural Net,california,400,1.0,0.47058823529411764,0.5033592833528847,0.15833333333333333,0.17604149781163883
476,AdaBoost,california,400,1.0,0.7761194029850746,0.8290379697029313,0.6071428571428571,0.6036372114712054
477,Naive Bayes,california,400,1.0,0.34146341463414637,0.47060535506402795,0.29133858267716534,0.3076923076923077
478,QDA,california,400,1.0,0.5769230769230769,0.6195356077312233,0.2716049382716049,0.2943503718942871
479,XGB,california,400,1.0,0.835820895522388,0.828952608522501,0.5454545454545454,0.5135668988460339
480,Nearest Neighbors,california,500,0.2,0.0,0.05477424130273871,0.20689655172413793,0.3148324060252409
481,Decision Tree,california,500,0.2,0.36363636363636365,0.5540812223562526,0.0,0.0007804878048780488
482,Random Forest,california,500,0.2,0.47058823529411764,0.5098320654514138,0.0,0.0
483,Neural Net,california,500,0.2,0.2,0.23000639795265515,0.3236514522821577,0.6598036868565956
484,AdaBoost,california,500,0.2,0.47619047619047616,0.6420323325635104,0.0,0.0
485,Naive Bayes,california,500,0.2,0.45454545454545453,0.5441235192333289,0.0,0.006188358151228002
486,QDA,california,500,0.2,0.5,0.6776049957144606,0.0392156862745098,0.0027269185820023374
487,XGB,california,500,0.2,0.5714285714285714,0.6889434889434889,0.1,0.17749218478638415
488,Nearest Neighbors,california,500,0.4,0.23529411764705882,0.22440944881889763,0.26905829596412556,0.417074877536739
489,Decision Tree,california,500,0.4,0.5128205128205128,0.693308974651747,0.07079646017699115,0.15955601803676725
490,Random Forest,california,500,0.4,0.631578947368421,0.6345623275645849,0.0,0.0015606710885680843
491,Neural Net,california,500,0.4,0.5116279069767442,0.6410183473190157,0.0,0.015034695451040863
492,AdaBoost,california,500,0.4,0.6818181818181818,0.7458659704090513,0.019801980198019802,0.01970633693972179
493,Naive Bayes,california,500,0.4,0.65,0.669248456976885,0.14814814814814814,0.23666609500943234
494,QDA,california,500,0.4,0.75,0.7849303503588012,0.1651376146788991,0.2582175533717384
495,XGB,california,500,0.4,0.6190476190476191,0.7677196115637906,0.36809815950920244,0.40984483681112893
496,Nearest Neighbors,california,500,0.6,0.32142857142857145,0.36984107428853025,0.41237113402061853,0.45100988397077785
497,Decision Tree,california,500,0.6,0.676923076923077,0.7431287456085968,0.0,0.0007785130400934215
498,Random Forest,california,500,0.6,0.6909090909090909,0.6924269528920691,0.03896103896103896,0.048188199582621896
499,Neural Net,california,500,0.6,0.0,0.015390534821085032,0.0,0.005436893203883495
500,AdaBoost,california,500,0.6,0.7419354838709677,0.7723986856516977,0.22485207100591717,0.2945273631840796
501,Naive Bayes,california,500,0.6,0.6521739130434783,0.7209059513292105,0.13333333333333333,0.1726950354609929
502,QDA,california,500,0.6,0.7804878048780488,0.7990417886611658,0.15568862275449102,0.1635489043292357
503,XGB,california,500,0.6,0.8405797101449275,0.8116705287550031,0.4482758620689655,0.47515245880368495
504,Nearest Neighbors,california,500,0.8,0.410958904109589,0.4884536082474227,0.5080091533180778,0.5195621132793907
505,Decision Tree,california,500,0.8,0.625,0.6967533962698595,0.6984815618221258,0.7326147426981919
506,Random Forest,california,500,0.8,0.7384615384615385,0.7461151236594441,0.6604127579737336,0.6987242394504416
507,Neural Net,california,500,0.8,0.5747126436781609,0.6757188498402555,0.3893129770992366,0.40414507772020725
508,AdaBoost,california,500,0.8,0.6875,0.8124350176751923,0.694949494949495,0.745421547599406
509,Naive Bayes,california,500,0.8,0.691358024691358,0.7561576354679803,0.6746987951807228,0.7194339312160606
510,QDA,california,500,0.8,0.7792207792207793,0.8231916273038807,0.6796875,0.7332488515761127
511,XGB,california,500,0.8,0.7164179104477612,0.8270661367573627,0.5919661733615222,0.6097687262685537
512,Nearest Neighbors,california,500,1.0,0.37362637362637363,0.5157548811134738,0.5040650406504065,0.5004973145016909
513,Decision Tree,california,500,1.0,0.6842105263157895,0.7292997077605802,0.6893039049235993,0.6419942147354092
514,Random Forest,california,500,1.0,0.7560975609756098,0.7917121046892039,0.735632183908046,0.7129592889453218
515,Neural Net,california,500,1.0,0.5573770491803278,0.5206786850477201,0.6584699453551912,0.6601785354721793
516,AdaBoost,california,500,1.0,0.7380952380952381,0.8218071680969208,0.6584867075664622,0.6238421264599275
517,Naive Bayes,california,500,1.0,0.6376811594202898,0.6922296154279914,0.7530647985989493,0.735528003420265
518,QDA,california,500,1.0,0.725,0.8228445247415437,0.7275922671353251,0.7006908462867012
