,V1,V6,V10,V12,V13,V14,V15,Class
2778,30,1.0,8,175.0,5,-1.0,0,0
2779,43,664.0,17,119.0,1,-1.0,0,0
2780,32,974.0,3,228.0,1,-1.0,0,0
2781,31,124.0,28,411.0,3,-1.0,0,0
2782,26,450.0,3,542.0,1,-1.0,0,0
2783,26,3108.0,13,481.0,3,-1.0,0,0
2784,31,23.0,21,116.0,1,-1.0,0,0
2785,35,417.0,19,92.0,4,-1.0,0,0
2786,52,2257.0,18,102.0,2,188.0,1,0
2787,32,5.0,12,105.0,2,-1.0,0,0
2788,36,109.0,12,200.0,2,370.0,2,0
2789,45,107.0,19,129.0,11,-1.0,0,0
2790,47,362.0,18,111.0,8,-1.0,0,0
2791,38,-1.0,8,188.0,4,-1.0,0,0
2792,29,111.0,14,208.0,1,-1.0,0,0
2793,44,1548.0,21,62.0,6,-1.0,0,0
2794,51,176.0,6,217.0,4,-1.0,0,0
2795,46,130.0,20,95.0,2,-1.0,0,0
2796,43,10910.0,15,66.0,2,-1.0,0,0
2797,50,1687.0,19,205.0,5,-1.0,0,0
2798,35,820.0,8,287.0,4,-1.0,0,0
2799,63,415.0,7,323.0,1,-1.0,0,0
2800,36,319.0,18,120.0,2,-1.0,0,0
2801,39,-4.0,10,358.0,1,-1.0,0,0
2802,34,-68.0,9,122.0,1,-1.0,0,0
2803,40,400.0,9,317.0,1,-1.0,0,0
2804,45,850.0,19,211.0,2,-1.0,0,0
2805,50,-584.0,20,75.0,2,-1.0,0,0
2806,49,816.0,17,76.0,1,260.0,7,0
2807,57,490.0,18,70.0,5,-1.0,0,0
2808,36,959.0,29,200.0,4,-1.0,0,0
2809,50,5164.0,12,117.0,5,-1.0,0,0
2810,25,53.0,13,331.0,2,-1.0,0,0
2811,58,5087.0,19,135.0,1,-1.0,0,0
2812,39,644.0,15,110.0,1,-1.0,0,0
2813,31,-309.0,26,269.0,1,-1.0,0,0
2814,38,1369.0,3,841.0,3,-1.0,0,0
2815,37,0.0,16,46.0,1,-1.0,0,0
2816,38,566.0,17,318.0,2,332.0,6,0
2817,58,683.0,20,157.0,2,-1.0,0,0
2818,47,434.0,12,111.0,4,-1.0,0,0
2819,47,0.0,23,203.0,4,-1.0,0,0
2820,33,1529.0,18,41.0,1,-1.0,0,0
2821,27,77.0,16,143.0,1,-1.0,0,0
2822,35,80.0,2,579.0,2,-1.0,0,0
2823,35,2179.0,20,207.0,1,-1.0,0,0
2824,49,1697.0,29,184.0,4,-1.0,0,0
2825,44,206.0,14,78.0,1,365.0,1,0
2826,46,176.0,29,131.0,1,-1.0,0,0
2827,27,121.0,2,145.0,2,-1.0,0,0
2828,48,117.0,16,635.0,1,-1.0,0,0
2829,43,511.0,30,67.0,7,-1.0,0,0
2830,51,135.0,25,105.0,4,-1.0,0,0
2831,59,0.0,5,214.0,1,-1.0,0,0
2832,61,50.0,19,216.0,2,-1.0,0,0
2833,31,233.0,14,241.0,2,365.0,10,0
2834,31,652.0,1,281.0,3,-1.0,0,0
2835,41,4539.0,30,298.0,3,-1.0,0,0
2836,33,250.0,7,277.0,1,-1.0,0,0
2837,58,588.0,4,171.0,2,-1.0,0,0
2838,36,2183.0,26,116.0,2,-1.0,0,0
2839,32,-197.0,8,99.0,1,-1.0,0,0
2840,32,1242.0,2,183.0,3,-1.0,0,0
2841,41,10.0,8,196.0,2,172.0,2,0
2842,34,-315.0,8,56.0,2,-1.0,0,0
2843,27,3485.0,25,282.0,2,-1.0,0,0
2844,55,-180.0,1,307.0,2,-1.0,0,0
2845,27,5.0,18,182.0,1,-1.0,0,0
2846,41,1232.0,5,217.0,1,-1.0,0,0
2847,34,135.0,18,109.0,1,-1.0,0,0
2848,59,3401.0,2,111.0,1,-1.0,0,0
2849,33,3404.0,2,312.0,3,-1.0,0,0
2850,48,164.0,12,139.0,2,-1.0,0,0
2851,25,50.0,8,191.0,1,-1.0,0,0
2852,38,1680.0,17,414.0,2,-1.0,0,0
2853,35,147.0,5,358.0,1,337.0,3,0
2854,51,2934.0,18,727.0,4,-1.0,0,0
2855,41,201.0,4,69.0,1,1.0,1,0
2856,33,2481.0,12,104.0,2,-1.0,0,0
2857,33,0.0,11,237.0,2,-1.0,0,0
2858,32,937.0,28,90.0,1,94.0,2,0
2859,38,1230.0,6,266.0,2,-1.0,0,0
2860,44,3959.0,21,187.0,1,-1.0,0,0
2861,31,240.0,11,254.0,2,-1.0,0,0
2862,43,-509.0,6,124.0,1,-1.0,0,0
2863,59,202.0,7,173.0,1,-1.0,0,0
2864,35,270.0,17,216.0,1,-1.0,0,0
2865,59,1914.0,7,126.0,3,-1.0,0,0
2866,51,385.0,11,39.0,2,-1.0,0,0
2867,49,371.0,31,18.0,44,-1.0,0,0
2868,31,24870.0,21,634.0,2,-1.0,0,0
2869,41,1449.0,19,63.0,1,-1.0,0,0
2870,40,0.0,6,225.0,1,-1.0,0,0
2871,34,290.0,10,132.0,1,-1.0,0,0
2872,26,155.0,29,291.0,1,244.0,4,0
2873,41,-224.0,2,108.0,2,-1.0,0,0
2874,47,124.0,29,14.0,15,-1.0,0,0
2875,32,28.0,17,598.0,1,150.0,1,0
2876,58,188.0,14,141.0,2,-1.0,0,0
2877,58,1517.0,29,7.0,5,-1.0,0,0
2878,43,246.0,25,113.0,6,-1.0,0,0
2879,35,358.0,27,18.0,1,-1.0,0,0
2880,34,1972.0,23,61.0,2,-1.0,0,0
2881,38,0.0,7,196.0,2,-1.0,0,0
2882,53,10.0,20,75.0,3,-1.0,0,0
2883,52,6933.0,19,273.0,2,-1.0,0,0
2884,45,976.0,2,176.0,4,-1.0,0,0
2885,43,2501.0,9,582.0,2,161.0,4,0
2886,43,1663.0,7,185.0,2,-1.0,0,0
2887,38,1655.0,29,392.0,2,-1.0,0,0
2888,49,-1547.0,27,492.0,3,-1.0,0,0
2889,46,244.0,15,244.0,1,-1.0,0,0
2890,29,16.0,12,197.0,3,-1.0,0,0
2891,26,47.0,6,273.0,4,-1.0,0,0
2892,32,12686.0,3,54.0,1,-1.0,0,0
2893,45,144.0,13,299.0,4,-1.0,0,0
2894,31,0.0,5,70.0,4,-1.0,0,0
2895,33,-6.0,7,566.0,2,-1.0,0,0
2896,32,18.0,26,52.0,1,-1.0,0,0
2897,46,377.0,5,98.0,2,-1.0,0,0
2898,42,145.0,26,174.0,2,-1.0,0,0
2899,38,3057.0,11,133.0,1,-1.0,0,0
2900,42,105.0,27,85.0,4,-1.0,0,0
2901,37,5473.0,9,198.0,2,-1.0,0,0
2902,27,598.0,18,309.0,2,-1.0,0,0
2903,35,273.0,20,28.0,4,-1.0,0,0
2904,37,2084.0,21,137.0,2,-1.0,0,0
2905,53,599.0,13,322.0,3,-1.0,0,0
2906,56,359.0,6,220.0,4,-1.0,0,0
2907,27,276.0,16,218.0,2,-1.0,0,0
2908,35,1476.0,18,209.0,12,-1.0,0,0
2909,39,1654.0,21,151.0,1,-1.0,0,0
2910,33,346.0,5,24.0,7,354.0,2,0
2911,37,493.0,9,328.0,7,-1.0,0,0
2912,30,3156.0,2,170.0,1,-1.0,0,0
2913,30,3094.0,2,116.0,2,-1.0,0,0
2914,54,1146.0,12,205.0,2,-1.0,0,0
2915,50,1484.0,9,213.0,1,-1.0,0,0
2916,41,140.0,6,311.0,3,-1.0,0,0
2917,26,193.0,3,48.0,2,-1.0,0,0
2918,40,1038.0,5,741.0,1,-1.0,0,0
2919,31,2420.0,19,166.0,1,-1.0,0,0
2920,55,0.0,30,111.0,2,-1.0,0,0
2921,45,4022.0,29,244.0,3,-1.0,0,0
2922,28,619.0,7,327.0,2,-1.0,0,0
2923,43,469.0,17,181.0,4,-1.0,0,0
2924,34,1087.0,1,7.0,1,-1.0,0,0
2925,34,-506.0,29,19.0,16,-1.0,0,0
2926,35,0.0,24,90.0,6,-1.0,0,0
2927,30,1015.0,30,11.0,8,-1.0,0,0
2928,34,239.0,5,6.0,1,-1.0,0,0
2929,24,11.0,13,109.0,2,-1.0,0,0
2930,36,531.0,17,187.0,2,-1.0,0,0
2931,37,146.0,20,16.0,8,-1.0,0,0
2932,39,10236.0,20,10.0,3,-1.0,0,0
2933,36,112.0,15,83.0,2,-1.0,0,0
2934,33,213.0,21,152.0,2,-1.0,0,0
2935,35,-101.0,6,128.0,1,-1.0,0,0
2936,44,279.0,17,85.0,1,339.0,6,0
2937,36,145.0,18,450.0,2,304.0,2,0
2938,42,2613.0,30,174.0,6,-1.0,0,0
2939,45,66.0,5,808.0,2,-1.0,0,0
2940,33,75.0,21,204.0,4,-1.0,0,0
2941,21,61.0,8,141.0,1,-1.0,0,0
2942,37,539.0,25,168.0,2,45.0,1,0
2943,35,102.0,13,252.0,5,-1.0,0,0
2944,50,8016.0,17,903.0,4,-1.0,0,0
2945,33,892.0,21,316.0,1,-1.0,0,0
2946,32,12686.0,20,176.0,1,170.0,1,0
2947,60,3932.0,14,407.0,2,-1.0,0,0
2948,34,1698.0,27,39.0,7,-1.0,0,0
2949,65,0.0,10,465.0,1,-1.0,0,0
2950,42,9916.0,21,306.0,1,-1.0,0,0
2951,37,1379.0,23,319.0,3,-1.0,0,0
2952,41,1065.0,29,553.0,1,-1.0,0,0
2953,30,-570.0,31,12.0,22,-1.0,0,0
2954,28,-95.0,13,200.0,1,-1.0,0,0
2955,45,753.0,2,2870.0,2,-1.0,0,0
2956,32,1780.0,3,238.0,6,-1.0,0,0
2957,40,8379.0,12,52.0,6,-1.0,0,0
2958,28,2.0,15,60.0,1,-1.0,0,0
2959,43,433.0,4,45.0,1,-1.0,0,0
2960,35,107.0,6,142.0,3,-1.0,0,0
2961,31,171.0,27,81.0,3,-1.0,0,0
2962,45,-687.0,18,92.0,2,-1.0,0,0
2963,58,11494.0,4,220.0,7,-1.0,0,0
2964,31,578.0,17,664.0,1,319.0,4,0
2965,37,539.0,18,540.0,2,115.0,3,0
2966,52,5122.0,7,218.0,7,-1.0,0,0
2967,50,2190.0,17,269.0,1,-1.0,0,0
2968,31,0.0,29,213.0,4,-1.0,0,0
2969,58,37.0,28,236.0,2,-1.0,0,0
2970,38,507.0,8,95.0,1,-1.0,0,0
2971,54,210.0,18,178.0,1,-1.0,0,0
2972,30,-224.0,24,79.0,3,-1.0,0,0
2973,33,0.0,19,85.0,2,-1.0,0,0
2974,46,538.0,17,118.0,3,-1.0,0,0
2975,39,11766.0,14,313.0,4,102.0,5,0
2976,57,0.0,28,1037.0,3,-1.0,0,0
2977,52,-104.0,10,124.0,1,-1.0,0,0
2978,28,38.0,23,31.0,1,-1.0,0,0
2979,39,2258.0,31,255.0,2,-1.0,0,0
2980,52,105.0,20,96.0,1,-1.0,0,0
2981,46,583.0,30,135.0,3,-1.0,0,0
2982,36,90.0,18,166.0,3,-1.0,0,0
2983,49,0.0,21,218.0,1,-1.0,0,0
2984,36,530.0,20,221.0,3,-1.0,0,0
2985,58,16264.0,17,215.0,3,-1.0,0,0
2986,55,512.0,28,70.0,1,-1.0,0,0
2987,45,130.0,30,127.0,1,-1.0,0,0
2988,34,409.0,20,104.0,4,-1.0,0,0
2989,36,2278.0,23,152.0,2,-1.0,0,0
2990,35,90.0,23,203.0,1,-1.0,0,0
2991,57,104.0,27,86.0,5,-1.0,0,0
2992,59,96.0,9,123.0,1,-1.0,0,0
2993,37,95.0,5,415.0,2,272.0,2,0
2994,37,876.0,23,213.0,4,-1.0,0,0
2995,50,13931.0,18,132.0,1,-1.0,0,0
2996,55,680.0,14,321.0,1,-1.0,0,0
2997,30,292.0,7,381.0,1,335.0,5,0
2998,33,574.0,20,334.0,2,-1.0,0,0
2999,56,186.0,2,108.0,4,-1.0,0,0
3000,31,10.0,5,167.0,1,-1.0,0,0
3001,47,831.0,5,316.0,3,-1.0,0,0
3002,31,-1.0,15,99.0,1,352.0,1,0
3003,46,209.0,22,126.0,4,-1.0,0,0
3004,34,246.0,3,81.0,5,-1.0,0,0
3005,27,15.0,16,167.0,1,-1.0,0,0
3006,26,8.0,23,95.0,1,-1.0,0,0
3007,33,0.0,5,301.0,1,365.0,1,0
3008,28,260.0,7,374.0,2,-1.0,0,0
3009,40,1259.0,20,234.0,5,-1.0,0,0
3010,24,758.0,15,129.0,1,-1.0,0,0
3011,43,1532.0,11,61.0,2,-1.0,0,0
3012,55,540.0,19,124.0,2,-1.0,0,0
3013,40,269.0,27,97.0,4,-1.0,0,0
3014,44,1818.0,12,120.0,1,104.0,1,0
3015,57,93.0,9,82.0,2,-1.0,0,0
3016,48,-6.0,29,362.0,2,-1.0,0,0
3017,38,27.0,3,404.0,4,-1.0,0,0
3018,51,1028.0,5,178.0,4,-1.0,0,0
3019,41,0.0,12,125.0,4,-1.0,0,0
3020,36,0.0,8,171.0,1,172.0,3,0
3021,27,7.0,15,98.0,2,-1.0,0,0
3022,35,-269.0,14,344.0,4,-1.0,0,0
3023,32,0.0,28,558.0,1,-1.0,0,0
3024,31,1410.0,21,42.0,1,-1.0,0,0
3025,39,-119.0,5,104.0,2,-1.0,0,0
3026,32,781.0,20,305.0,1,-1.0,0,0
3027,50,917.0,16,107.0,2,-1.0,0,0
3028,32,151.0,6,118.0,1,-1.0,0,0
3029,58,0.0,11,273.0,2,-1.0,0,0
3030,27,127.0,3,449.0,3,-1.0,0,0
3031,30,62.0,3,678.0,2,252.0,1,0
3032,39,610.0,20,241.0,2,-1.0,0,0
3033,36,0.0,29,113.0,8,-1.0,0,0
3034,33,-260.0,17,224.0,2,-1.0,0,0
3035,53,436.0,29,154.0,1,-1.0,0,0
3036,54,983.0,25,54.0,6,-1.0,0,0
3037,31,310.0,17,334.0,2,240.0,2,0
3038,46,5993.0,25,151.0,1,184.0,2,0
3039,32,39.0,7,128.0,1,-1.0,0,0
3040,42,1468.0,28,136.0,1,-1.0,0,0
3041,54,42.0,12,192.0,2,-1.0,0,0
3042,45,1214.0,2,150.0,2,189.0,2,0
3043,26,198.0,5,161.0,1,-1.0,0,0
3044,32,963.0,28,15.0,13,-1.0,0,0
3045,31,849.0,19,94.0,1,-1.0,0,0
3046,60,2479.0,15,157.0,1,-1.0,0,0
3047,50,1293.0,8,82.0,1,-1.0,0,0
3048,48,-18.0,8,11.0,1,-1.0,0,0
3049,24,94.0,12,166.0,2,-1.0,0,0
3050,33,10.0,23,72.0,5,-1.0,0,0
3051,44,17.0,6,352.0,2,-1.0,0,0
3052,37,2066.0,31,34.0,5,-1.0,0,0
3053,39,283.0,18,346.0,1,179.0,3,0
3054,47,2261.0,31,87.0,2,-1.0,0,0
3055,24,525.0,16,253.0,1,332.0,1,0
3056,51,492.0,20,142.0,3,-1.0,0,0
3057,45,2.0,4,413.0,1,-1.0,0,0
3058,52,1645.0,28,248.0,1,-1.0,0,0
3059,42,-246.0,7,149.0,1,-1.0,0,0
3060,25,-41.0,14,114.0,2,-1.0,0,0
3061,42,0.0,2,854.0,1,-1.0,0,0
3062,39,51.0,20,140.0,2,-1.0,0,0
3063,28,805.0,12,116.0,5,170.0,2,0
3064,67,694.0,7,250.0,1,-1.0,0,0
3065,33,1467.0,20,85.0,2,-1.0,0,0
3066,46,15120.0,21,27.0,3,108.0,3,0
3067,51,113.0,15,71.0,3,-1.0,0,0
3068,28,-9.0,9,175.0,5,-1.0,0,0
3069,34,1863.0,28,143.0,1,-1.0,0,0
3070,42,-350.0,30,149.0,1,-1.0,0,0
3071,38,76.0,20,167.0,2,287.0,3,0
3072,41,1278.0,19,532.0,1,-1.0,0,0
3073,37,55.0,27,99.0,1,329.0,4,0
3074,36,-280.0,17,6.0,1,-1.0,0,0
3075,28,4287.0,30,171.0,1,-1.0,0,0
3076,47,475.0,29,99.0,2,251.0,7,0
3077,45,360.0,20,98.0,2,-1.0,0,0
3078,58,760.0,29,85.0,7,-1.0,0,0
3079,30,171.0,25,301.0,4,-1.0,0,0
3080,32,381.0,2,347.0,2,-1.0,0,0
3081,52,1141.0,12,22.0,5,-1.0,0,0
3082,58,610.0,6,651.0,1,-1.0,0,0
3083,30,0.0,22,78.0,2,-1.0,0,0
3084,25,-187.0,27,275.0,4,-1.0,0,0
3085,31,1222.0,20,186.0,3,-1.0,0,0
3086,37,0.0,16,1150.0,1,-1.0,0,0
3087,34,10.0,22,81.0,1,-1.0,0,0
3088,31,241.0,12,211.0,5,-1.0,0,0
3089,43,693.0,5,124.0,3,-1.0,0,0
3090,47,1077.0,31,367.0,4,-1.0,0,0
3091,42,981.0,17,276.0,1,-1.0,0,0
3092,32,708.0,9,109.0,1,-1.0,0,0
3093,45,-14.0,18,39.0,2,127.0,3,0
3094,35,1256.0,20,26.0,29,-1.0,0,0
3095,51,97.0,13,286.0,2,-1.0,0,0
3096,43,2355.0,13,333.0,3,-1.0,0,0
3097,39,1790.0,4,229.0,6,-1.0,0,0
3098,31,242.0,9,106.0,4,-1.0,0,0
3099,35,-292.0,18,166.0,2,272.0,6,0
3100,44,1240.0,18,88.0,1,-1.0,0,0
3101,39,8.0,15,155.0,6,-1.0,0,0
3102,35,2187.0,29,229.0,1,174.0,13,0
3103,32,394.0,14,266.0,2,-1.0,0,0
3104,50,31.0,9,237.0,3,-1.0,0,0
3105,60,262.0,18,393.0,4,-1.0,0,0
3106,37,596.0,13,281.0,1,345.0,2,0
3107,55,19.0,16,56.0,3,-1.0,0,0
3108,53,1296.0,17,115.0,1,-1.0,0,0
3109,35,31.0,19,131.0,3,133.0,3,0
3110,32,3651.0,20,142.0,3,-1.0,0,0
3111,50,78.0,4,143.0,1,-1.0,0,0
3112,22,64.0,4,112.0,1,-1.0,0,0
3113,32,133.0,17,421.0,1,-1.0,0,0
3114,32,1373.0,21,474.0,2,-1.0,0,0
3115,26,380.0,13,260.0,3,-1.0,0,0
3116,59,559.0,13,168.0,2,-1.0,0,0
3117,32,1423.0,16,223.0,3,-1.0,0,0
3118,39,738.0,18,215.0,3,-1.0,0,0
3119,26,461.0,28,214.0,1,-1.0,0,0
3120,47,550.0,7,113.0,1,-1.0,0,0
3121,34,1011.0,6,136.0,1,-1.0,0,0
3122,54,3250.0,31,94.0,3,-1.0,0,0
3123,57,-37.0,5,173.0,1,-1.0,0,0
3124,51,1052.0,25,280.0,4,-1.0,0,0
3125,33,0.0,20,134.0,3,-1.0,0,0
3126,35,4401.0,31,465.0,4,-1.0,0,0
3127,50,378.0,18,55.0,9,-1.0,0,0
3128,28,216.0,13,66.0,1,-1.0,0,0
3129,60,0.0,6,105.0,1,-1.0,0,0
3130,25,1404.0,2,85.0,2,-1.0,0,0
3131,50,173.0,12,7.0,5,342.0,15,0
3132,58,807.0,7,57.0,1,366.0,2,0
3133,33,3259.0,20,182.0,1,-1.0,0,0
3134,61,1224.0,1,99.0,1,-1.0,0,0
3135,34,336.0,2,313.0,2,-1.0,0,0
3136,48,-471.0,19,668.0,7,-1.0,0,0
3137,45,0.0,18,179.0,2,-1.0,0,0
3138,37,594.0,4,62.0,1,-1.0,0,0
3139,42,714.0,31,145.0,4,-1.0,0,0
3140,51,74.0,25,79.0,2,-1.0,0,0
3141,49,104.0,8,285.0,1,-1.0,0,0
3142,33,277.0,24,57.0,2,-1.0,0,0
3143,31,37.0,12,281.0,1,-1.0,0,0
3144,43,-98.0,12,112.0,2,330.0,3,0
3145,42,0.0,7,229.0,2,-1.0,0,0
3146,45,13265.0,30,113.0,2,-1.0,0,0
3147,36,1405.0,14,283.0,3,-1.0,0,0
3148,53,218.0,12,27.0,6,344.0,12,0
3149,31,606.0,9,111.0,2,-1.0,0,0
3150,37,152.0,26,159.0,3,-1.0,0,0
3151,60,100.0,5,528.0,1,-1.0,0,0
3152,31,-464.0,12,256.0,4,-1.0,0,0
3153,26,1326.0,9,70.0,1,-1.0,0,0
3154,30,33.0,8,87.0,3,-1.0,0,0
3155,46,665.0,30,89.0,4,235.0,2,0
3156,39,1742.0,9,130.0,6,-1.0,0,0
3157,45,185.0,18,34.0,14,-1.0,0,0
3158,32,90.0,13,116.0,2,-1.0,0,0
3159,39,5.0,17,118.0,2,131.0,1,0
3160,35,-290.0,24,265.0,3,-1.0,0,0
3161,31,774.0,21,93.0,1,-1.0,0,0
3162,23,2594.0,13,193.0,1,-1.0,0,0
3163,34,681.0,20,382.0,6,-1.0,0,0
3164,26,37.0,8,108.0,1,-1.0,0,0
3165,34,187.0,12,379.0,2,-1.0,0,0
3166,39,804.0,21,193.0,8,203.0,1,0
3167,35,532.0,2,375.0,1,-1.0,0,0
3168,32,210.0,19,268.0,1,-1.0,0,0
3169,35,-291.0,20,197.0,3,-1.0,0,0
3170,37,215.0,6,308.0,3,-1.0,0,0
3171,54,3343.0,16,216.0,1,-1.0,0,0
3172,31,2153.0,11,239.0,3,172.0,1,0
3173,29,416.0,14,1118.0,2,-1.0,0,0
3174,50,-454.0,25,241.0,1,-1.0,0,0
3175,25,2354.0,30,149.0,1,84.0,7,0
3176,39,2319.0,21,48.0,1,137.0,1,0
3177,33,837.0,27,250.0,8,-1.0,0,0
3178,31,345.0,5,318.0,3,-1.0,0,0
3179,44,129.0,5,189.0,2,-1.0,0,0
3180,34,527.0,4,272.0,1,-1.0,0,0
3181,42,1336.0,22,65.0,1,-1.0,0,0
3182,73,683.0,11,181.0,1,-1.0,0,0
3183,48,-1232.0,6,183.0,1,-1.0,0,0
3184,33,777.0,7,263.0,1,-1.0,0,0
3185,46,270.0,29,133.0,1,-1.0,0,0
3186,40,17.0,17,192.0,1,-1.0,0,0
3187,29,4050.0,28,166.0,1,-1.0,0,0
3188,48,1730.0,10,158.0,1,102.0,1,0
3189,36,699.0,23,125.0,1,-1.0,0,0
3190,28,111.0,10,70.0,2,-1.0,0,0
3191,24,145.0,15,520.0,1,345.0,1,0
3192,45,21024.0,20,73.0,4,-1.0,0,0
3193,32,2976.0,14,88.0,5,-1.0,0,0
3194,36,1989.0,17,344.0,2,-1.0,0,0
3195,61,5157.0,13,432.0,1,-1.0,0,0
3196,59,14.0,18,319.0,2,182.0,1,0
3197,53,291.0,23,145.0,1,-1.0,0,0
3198,46,613.0,6,51.0,1,-1.0,0,0
3199,32,5670.0,4,326.0,1,-1.0,0,0
3200,35,156.0,8,302.0,1,283.0,3,0
3201,44,594.0,11,340.0,1,-1.0,0,0
3202,45,1088.0,14,132.0,1,-1.0,0,0
3203,51,701.0,15,1051.0,3,-1.0,0,0
3204,41,1011.0,19,113.0,1,174.0,4,0
3205,39,272.0,9,85.0,1,325.0,1,0
3206,57,2770.0,21,158.0,1,-1.0,0,0
3207,41,371.0,9,107.0,5,-1.0,0,0
3208,52,-184.0,6,392.0,2,-1.0,0,0
3209,28,2249.0,18,595.0,2,-1.0,0,0
3210,60,1091.0,15,778.0,3,-1.0,0,0
3211,81,0.0,14,357.0,1,-1.0,0,0
3212,25,1116.0,17,68.0,6,-1.0,0,0
3213,55,0.0,29,636.0,1,-1.0,0,0
3214,36,1237.0,20,310.0,2,-1.0,0,0
3215,44,294.0,2,246.0,1,259.0,2,0
3216,34,367.0,6,140.0,1,-1.0,0,0
3217,58,28318.0,14,168.0,2,-1.0,0,0
3218,34,1363.0,1,258.0,1,93.0,1,0
3219,29,727.0,17,87.0,1,-1.0,0,0
3220,57,3815.0,20,90.0,2,-1.0,0,0
3221,43,5564.0,20,45.0,5,154.0,2,0
3222,44,1309.0,30,262.0,2,-1.0,0,0
3223,34,7.0,29,273.0,2,-1.0,0,0
3224,42,279.0,23,673.0,1,-1.0,0,0
3225,38,194.0,17,576.0,4,340.0,7,0
3226,41,39.0,21,299.0,4,-1.0,0,0
3227,52,-346.0,19,147.0,3,-1.0,0,0
3228,57,1623.0,18,246.0,1,-1.0,0,0
3229,36,851.0,2,368.0,2,-1.0,0,0
3230,41,1245.0,4,123.0,1,271.0,1,0
3231,32,6.0,15,228.0,1,-1.0,0,0
3232,77,2223.0,10,365.0,2,187.0,1,0
3233,41,-140.0,26,472.0,3,-1.0,0,0
3234,34,4131.0,27,172.0,7,-1.0,0,0
3235,45,0.0,11,79.0,6,-1.0,0,0
3236,57,93.0,17,137.0,1,-1.0,0,0
3237,46,2087.0,1,111.0,1,119.0,4,0
3238,33,196.0,12,183.0,5,-1.0,0,0
3239,35,294.0,15,238.0,6,98.0,5,0
3240,31,-182.0,7,181.0,2,-1.0,0,0
3241,35,343.0,6,151.0,2,-1.0,0,0
3242,37,15.0,20,136.0,3,-1.0,0,0
3243,36,0.0,9,101.0,2,-1.0,0,0
3244,32,12.0,7,173.0,2,-1.0,0,0
3245,36,55.0,8,323.0,1,-1.0,0,0
3246,41,427.0,14,177.0,2,-1.0,0,0
3247,32,290.0,5,18.0,6,-1.0,0,0
3248,28,426.0,18,953.0,3,-1.0,0,0
3249,50,1022.0,5,155.0,2,-1.0,0,0
3250,40,4795.0,17,57.0,1,-1.0,0,0
3251,48,1513.0,29,166.0,2,-1.0,0,0
3252,32,7406.0,20,418.0,2,-1.0,0,0
3253,35,136.0,7,283.0,1,-1.0,0,0
3254,53,77.0,20,13.0,3,-1.0,0,0
3255,39,1963.0,6,100.0,4,-1.0,0,0
3256,26,-32.0,18,486.0,2,336.0,6,0
3257,31,5191.0,20,187.0,2,-1.0,0,0
3258,55,2349.0,30,350.0,3,-1.0,0,0
3259,31,40.0,20,294.0,2,-1.0,0,0
3260,37,53.0,19,467.0,4,-1.0,0,0
3261,29,111.0,6,14.0,11,-1.0,0,0
3262,41,158.0,13,426.0,1,50.0,2,0
3263,24,368.0,7,197.0,2,-1.0,0,0
3264,28,60.0,6,161.0,1,337.0,1,0
3265,34,-73.0,11,90.0,1,-1.0,0,0
3266,55,183.0,6,150.0,1,-1.0,0,0
3267,37,34.0,2,100.0,2,-1.0,0,0
3268,37,0.0,8,143.0,4,-1.0,0,0
3269,54,34.0,21,208.0,3,-1.0,0,0
3270,32,1504.0,17,131.0,2,-1.0,0,0
3271,50,37.0,5,307.0,4,-1.0,0,0
3272,27,1228.0,15,77.0,2,-1.0,0,0
3273,46,-121.0,8,214.0,4,-1.0,0,0
3274,89,0.0,27,157.0,5,-1.0,0,0
3275,61,103.0,7,292.0,1,-1.0,0,0
3276,40,393.0,17,291.0,2,-1.0,0,0
3277,39,-141.0,13,148.0,1,-1.0,0,0
3278,71,4847.0,16,657.0,2,-1.0,0,0
3279,60,7791.0,30,141.0,1,-1.0,0,0
3280,49,-14.0,18,115.0,2,-1.0,0,0
3281,23,1690.0,30,163.0,3,-1.0,0,0
3282,33,0.0,26,60.0,2,-1.0,0,0
3283,34,171.0,7,191.0,1,294.0,1,0
3284,28,509.0,4,121.0,2,-1.0,0,0
3285,35,3888.0,20,207.0,5,178.0,5,0
3286,30,413.0,15,148.0,1,345.0,4,0
3287,40,2394.0,9,75.0,4,-1.0,0,0
3288,49,1784.0,12,753.0,1,-1.0,0,0
3289,41,2195.0,3,211.0,5,-1.0,0,0
3290,36,569.0,9,265.0,1,323.0,5,0
3291,53,3975.0,20,23.0,2,-1.0,0,0
3292,49,5058.0,12,255.0,2,357.0,4,0
3293,30,392.0,6,124.0,1,167.0,3,0
3294,31,1097.0,20,485.0,3,-1.0,0,0
3295,37,789.0,11,93.0,1,190.0,2,0
3296,30,877.0,13,92.0,5,-1.0,0,0
3297,29,600.0,18,170.0,5,-1.0,0,0
3298,54,190.0,15,196.0,2,-1.0,0,0
3299,31,180.0,26,222.0,1,70.0,2,0
3300,37,490.0,30,226.0,1,-1.0,0,0
3301,33,0.0,28,94.0,6,-1.0,0,0
3302,34,-346.0,13,136.0,4,-1.0,0,0
3303,44,1807.0,8,229.0,1,313.0,1,0
3304,55,42.0,26,318.0,1,-1.0,0,0
3305,49,0.0,19,209.0,3,-1.0,0,0
3306,43,1648.0,17,80.0,1,-1.0,0,0
3307,41,1254.0,4,272.0,1,-1.0,0,0
3308,42,613.0,11,432.0,2,-1.0,0,0
3309,30,344.0,8,179.0,3,-1.0,0,0
