,fLength:,fWidth:,fSize:,fConc:,fConc1:,fAsym:,fM3Long:,fM3Trans:,fAlpha:,fDist:,class
644,60.458,33.1061,3.1944,0.4679,0.2464,14.3,-33.8765,28.8315,8.292,372.568,0
645,44.8409,20.9502,2.896,0.2757,0.1696,-7.7753,-38.3082,13.106,1.0638,171.685,0
646,43.8241,16.8473,2.7712,0.3014,0.1634,46.8169,-23.0564,14.2963,2.746,243.784,0
647,56.3973,22.5961,3.18,0.2028,0.1034,7.717,17.7046,-16.6821,12.2671,192.565,0
648,25.6579,9.6231,2.4764,0.5275,0.3422,-8.4837,-18.5263,8.3947,29.802,86.7284,0
649,64.0879,15.0473,2.7084,0.3699,0.2241,54.8803,70.6237,-12.0952,0.27,237.162,0
650,100.953,37.9854,4.0455,0.0993,0.0498,22.5653,75.94,14.6762,0.804,297.083,0
651,20.2926,9.4958,2.2923,0.6582,0.3852,-6.1566,16.0219,10.7907,28.986,123.604,0
652,27.1259,12.9634,2.5653,0.3918,0.1973,-13.1926,-16.2096,4.5179,21.073,99.2327,0
653,36.3781,10.3615,2.2742,0.6223,0.3537,28.2943,25.907,7.6178,19.4337,134.407,0
654,25.2073,12.764,2.3927,0.4413,0.2733,-16.8845,-16.5419,6.3943,59.5984,146.26,0
655,22.7566,11.795,2.4158,0.5797,0.405,23.1034,16.5853,-9.3735,43.3032,171.037,0
656,23.1882,14.8885,2.4502,0.4362,0.25,-10.4881,9.837,13.4023,9.004,93.4713,0
657,70.5873,25.2781,3.3779,0.2077,0.1154,61.9726,79.9268,-12.0857,1.0197,140.838,0
658,68.9272,23.1967,3.2302,0.1883,0.0945,16.1875,58.9925,-10.5944,4.554,153.086,0
659,29.5611,16.2612,2.5587,0.3204,0.1699,7.6545,-8.9151,-5.6478,23.721,118.679,0
660,75.6751,21.5095,3.159,0.2982,0.1772,-57.8894,40.895,-15.6327,6.69,339.359,0
661,119.371,116.342,4.8025,0.0297,0.0157,-136.678,85.6656,-83.3076,19.9605,242.764,0
662,38.0974,20.7089,3.0436,0.265,0.1334,41.343,23.1759,-17.0722,3.185,227.834,0
663,33.3917,10.8839,2.4886,0.4578,0.2549,9.7498,-16.8504,10.168,4.116,117.805,0
664,37.3728,17.1148,2.9786,0.2794,0.1612,-10.6577,-26.2855,10.301,1.006,186.091,0
665,31.8536,16.0322,2.5403,0.3545,0.183,14.6651,25.0272,9.9029,17.905,62.6579,0
666,28.8738,8.0803,2.1584,0.5486,0.3021,16.6444,16.9719,-3.6688,48.027,169.681,0
667,28.0184,15.3868,2.7356,0.4191,0.227,31.3011,24.32,5.9005,3.306,198.391,0
668,92.3105,39.0091,3.9111,0.1333,0.0668,-82.1235,69.4124,-16.9571,0.675,339.27,0
669,91.3763,33.8905,3.8081,0.165,0.0877,-75.5898,68.6722,-13.9476,3.0507,345.136,0
670,17.5921,11.0217,2.2014,0.5409,0.2862,-0.6776,5.487,4.0467,9.4508,183.756,0
671,43.3974,19.4381,2.9261,0.3023,0.1642,15.6201,28.6966,19.0634,6.797,262.02,0
672,117.688,13.7609,2.9292,0.3014,0.1736,78.7172,136.445,5.6508,1.9331,208.952,0
673,19.1646,17.466,2.5611,0.4725,0.3091,11.0321,15.1562,13.3304,70.0002,187.753,0
674,28.3658,16.7161,2.5434,0.4292,0.216,25.6624,21.1782,-9.8803,4.663,55.8436,0
675,20.9445,7.127,1.9978,0.7035,0.3568,-24.5181,-9.5235,-6.1163,53.159,44.6987,0
676,44.5449,24.7786,3.419,0.1719,0.0974,22.5832,27.9356,11.02,4.7435,160.021,0
677,23.3911,16.4648,2.5729,0.4706,0.2714,-20.3501,-14.1416,-8.0312,19.703,110.646,0
678,29.6257,13.2244,2.5977,0.3864,0.2109,-4.7217,14.3784,8.0506,29.477,173.588,0
679,29.1293,14.9228,2.5855,0.4727,0.2481,-16.3392,13.1921,-12.8523,24.9145,176.901,0
680,29.5501,7.8658,2.3483,0.6278,0.4058,29.2047,23.4294,7.2589,17.6342,108.786,0
681,22.4591,0.0025,2.1833,0.7475,0.4361,1.7705,-10.2954,0.0,8.855,168.782,0
682,32.4488,10.7041,2.3233,0.5083,0.3017,39.8096,-3.8169,4.3102,14.539,233.384,0
683,36.6722,17.6948,2.7462,0.3013,0.1677,15.5477,30.441,11.0262,2.1511,135.317,0
684,54.3344,14.562,2.5838,0.4068,0.2699,-12.3226,-46.8887,-11.9187,16.129,139.731,0
685,13.3791,9.9131,2.2393,0.8184,0.4986,-12.9121,-7.7106,11.2857,0.708,124.509,0
686,35.5151,17.6425,2.6258,0.3645,0.1905,-5.8108,-32.7277,6.846,77.961,128.676,0
687,19.5865,16.5335,2.5152,0.6412,0.3527,5.7371,-13.8608,20.3166,39.323,27.6118,0
688,49.5794,15.9478,2.9861,0.2168,0.1172,25.2477,-20.6619,8.9217,3.751,212.226,0
689,85.6371,28.8898,3.4044,0.199,0.1141,-35.8247,35.4987,21.9631,1.2469,325.385,0
690,12.6846,11.7264,2.0149,0.715,0.3623,15.1795,-5.0177,-11.5042,44.082,152.933,0
691,77.4963,30.6059,3.3758,0.1667,0.089,59.1231,92.6294,-10.2812,6.373,179.756,0
692,44.613,22.0402,3.0717,0.2289,0.1149,-20.6975,34.0315,-13.3497,7.436,110.618,0
693,44.2737,28.9398,3.0641,0.1596,0.0798,12.39,-30.0673,16.7113,14.1545,170.784,0
694,31.3812,16.2673,2.637,0.3691,0.2134,29.2412,24.9286,10.5468,9.9904,164.816,0
695,19.6147,7.4136,2.0881,0.7347,0.4286,1.2375,-7.0857,-4.8478,29.2598,236.766,0
696,18.5761,16.5124,2.3701,0.516,0.3049,-14.6303,-17.2805,13.5888,51.044,161.454,0
697,19.5014,12.4493,2.3531,0.5322,0.2993,3.1483,-12.526,-10.1548,27.644,214.814,0
698,35.0877,26.2968,3.0288,0.2508,0.1418,8.172,17.2455,11.2854,15.532,166.335,0
699,20.0961,7.1571,2.1089,0.7704,0.393,22.0709,12.3311,5.24,37.783,98.7046,0
700,82.4208,11.5164,2.6826,0.4112,0.2544,-64.8373,27.6817,6.2522,0.0258,276.271,0
701,31.8136,16.5183,2.5871,0.3777,0.2005,37.2439,28.8227,-16.5213,11.6029,194.507,0
702,37.0123,17.9326,3.1992,0.3129,0.1956,23.0595,-19.4631,12.2109,5.207,181.773,0
703,39.8586,10.4318,2.5218,0.4271,0.2752,45.8244,28.008,7.9734,38.922,81.2325,0
704,22.6959,15.7024,2.4749,0.5528,0.3199,24.0131,13.8633,-13.8479,13.3733,181.641,0
705,57.5105,19.2637,2.9741,0.258,0.1385,59.5315,52.2129,-16.0005,3.837,227.06,0
706,68.0548,23.1127,3.7484,0.1749,0.0906,21.626,53.9519,10.7158,2.3475,231.498,0
707,12.8875,11.4113,2.0512,0.7378,0.3867,15.0852,-5.7947,11.5476,70.059,136.703,0
708,38.9485,13.0618,2.7868,0.3121,0.1724,-18.9937,15.9023,-6.9179,4.379,215.582,0
709,84.6767,27.4389,3.4433,0.1586,0.0823,-14.7479,45.2713,18.5434,6.325,285.149,0
710,77.8998,19.9671,2.9675,0.2047,0.1029,-76.1834,28.1588,-10.4487,8.333,209.56,0
711,68.3993,14.9059,2.889,0.377,0.2072,-86.9664,64.793,-8.5827,1.651,254.099,0
712,96.0679,26.9201,3.4808,0.1887,0.1023,-51.0279,63.4326,22.1025,3.045,311.037,0
713,103.501,20.0835,2.7135,0.3017,0.1809,93.077,57.4977,13.8904,3.679,183.439,0
714,28.6367,15.9811,2.639,0.4225,0.2331,37.9999,16.8384,-15.9181,2.3458,127.406,0
715,79.539,22.7182,3.4649,0.1793,0.0931,21.7908,75.6075,-11.0191,1.6851,267.36,0
716,60.9604,24.3665,3.0065,0.2562,0.1443,-71.6707,31.34,19.6819,15.0473,272.608,0
717,40.1306,26.8957,3.4173,0.189,0.0989,-5.2013,28.0616,11.2419,8.8138,114.802,0
718,20.7684,7.203,2.1629,0.6873,0.3608,-0.406,5.7016,-6.0033,26.499,145.125,0
719,28.7412,15.026,2.5809,0.4147,0.2375,9.8278,19.194,-5.3055,23.5268,189.489,0
720,25.8227,18.289,2.8146,0.4015,0.2582,-11.1702,12.9714,-2.6258,3.18,147.781,0
721,33.1165,14.9345,2.4807,0.3901,0.2099,-20.3186,-19.6729,13.0813,5.7762,196.862,0
722,29.8023,10.9847,2.2999,0.4862,0.2882,27.7037,24.3173,8.5655,0.352,209.784,0
723,78.855,27.3493,3.1171,0.1535,0.0783,-43.7386,79.9185,-23.8454,6.0893,194.539,0
724,23.4823,11.8254,2.5611,0.4615,0.2404,16.1376,-11.3361,1.2537,21.1996,118.642,0
725,75.6635,27.7129,2.7889,0.2537,0.1325,74.6874,65.7864,21.5497,11.3729,275.169,0
726,45.8678,15.2427,2.998,0.3124,0.1703,36.0079,40.0288,10.7484,5.8093,191.805,0
727,30.1648,16.639,2.4166,0.4176,0.2395,-37.5295,-16.9582,9.4955,7.586,111.562,0
728,46.9647,11.3272,2.4232,0.4226,0.2132,30.2592,32.5679,-8.0923,1.107,166.863,0
729,76.5193,31.7968,3.5272,0.1658,0.0916,74.3815,73.5896,21.8943,7.611,234.68,0
730,87.8842,35.0948,3.7411,0.1899,0.0968,-35.405,29.1815,19.7623,4.122,364.982,0
731,19.3265,18.1572,2.2504,0.5506,0.2893,27.7731,-14.4351,-16.3075,53.056,129.317,0
732,81.138,35.4477,3.4147,0.2667,0.1553,23.8853,38.0472,15.3859,3.7004,355.073,0
733,70.1638,27.6647,3.5497,0.1512,0.076,31.4363,58.6011,-17.7328,8.3983,238.259,0
734,81.4962,23.1716,3.3741,0.2185,0.119,-64.1631,50.8962,-4.0485,0.386,275.671,0
735,92.7062,18.1531,2.8822,0.223,0.1292,-170.772,78.0131,10.9458,0.9333,228.686,0
736,29.2813,15.6347,2.3962,0.4458,0.247,41.7127,-18.9923,-7.8863,26.472,83.2653,0
737,82.2052,37.4298,3.8189,0.2159,0.1157,29.4843,47.214,-18.9369,1.4594,390.94,0
738,82.8129,27.0704,3.3368,0.3675,0.242,17.2462,28.3339,14.6997,2.569,358.141,0
739,21.2283,11.7792,2.3096,0.6471,0.3309,-19.2114,-20.9541,-9.8108,5.0985,129.562,0
740,88.3013,45.0557,3.8422,0.1703,0.0858,-77.4339,-39.7509,-21.3901,4.067,381.607,0
741,17.9911,15.7644,2.2648,0.6304,0.356,-2.6343,-14.9682,-11.0193,21.9555,184.648,0
742,21.2081,15.4439,2.4518,0.4417,0.2668,24.4317,13.2168,9.4113,0.0354,155.149,0
743,80.8877,25.7457,3.2017,0.1596,0.082,-159.912,65.224,-12.7133,10.4609,229.057,0
744,69.7459,22.049,3.0849,0.1513,0.0761,0.0886,54.4568,-9.5143,7.459,193.624,0
745,93.0607,28.3185,3.5398,0.116,0.0622,-127.342,56.014,-10.9973,3.737,233.673,0
746,20.3243,11.3356,2.2878,0.6134,0.3479,-13.4457,-18.9212,2.2947,41.763,40.9099,0
747,42.2087,17.1098,2.7649,0.2801,0.1555,-19.0349,27.2251,12.3185,50.521,35.1638,0
748,86.3478,25.6288,2.9857,0.3245,0.2041,98.6476,68.2903,-27.4908,1.7715,257.089,0
749,21.6071,6.827,2.0774,0.7029,0.4059,23.2776,12.3509,6.4888,88.9063,259.471,0
750,35.7929,16.2839,2.937,0.3468,0.1983,-26.7915,-16.5182,10.0584,6.769,181.39,0
751,43.394,14.3798,2.7419,0.3315,0.1893,17.1142,34.0807,11.7271,13.603,121.477,0
752,57.1095,19.0139,2.6527,0.2469,0.1301,-25.0464,44.8621,-11.3247,34.613,168.147,0
753,37.5611,17.6858,2.7308,0.2677,0.1348,21.3794,27.5768,-7.7317,19.7833,202.754,0
754,61.9038,26.3782,3.3678,0.1946,0.1018,-86.0779,55.2088,16.3735,4.76,245.205,0
755,48.0649,6.4926,2.4433,0.5369,0.355,-5.5375,-11.5578,4.9494,12.5969,256.029,0
756,49.9884,18.3477,2.9983,0.2018,0.1019,-6.3434,28.8756,11.7644,4.2187,187.793,0
757,40.9615,24.1377,2.7878,0.2184,0.1117,-17.3114,-25.0327,14.8289,6.9787,171.216,0
758,18.2028,15.8708,2.4526,0.5115,0.2945,18.9639,18.329,5.3072,2.5957,48.9988,0
759,13.1234,9.9102,2.1917,0.8103,0.537,11.9726,8.2394,-10.2116,9.046,41.3399,0
760,27.6746,18.9149,2.5422,0.3759,0.2224,30.937,20.242,15.143,19.3719,223.241,0
761,21.3715,16.0779,2.5159,0.4177,0.2149,-13.0871,-6.8394,-10.852,18.5084,122.292,0
762,109.472,49.6365,4.3524,0.0578,0.0301,-95.6075,88.9234,15.4866,2.951,234.581,0
763,43.5993,17.8827,2.9814,0.2787,0.1394,-15.2644,-27.7352,-16.5339,7.8899,195.593,0
764,29.3345,12.0211,2.4683,0.4184,0.2296,15.9527,7.2054,-8.0449,0.936,197.788,0
765,30.7739,19.0394,2.78,0.3203,0.1685,3.0604,9.2963,-13.1702,1.824,210.85,0
766,29.0828,14.8125,2.5982,0.4489,0.261,3.792,-17.3284,-6.2019,7.9405,200.671,0
767,32.0222,8.6668,2.3454,0.4966,0.2551,-36.883,-23.0419,-10.2571,35.625,43.7536,0
768,31.1574,20.4519,2.7388,0.3613,0.198,15.56,27.4798,-11.3327,17.2362,137.699,0
769,32.5175,20.2779,2.7828,0.3479,0.2003,-3.0618,-21.3123,16.818,13.229,134.954,0
770,72.5506,21.7566,3.0922,0.2208,0.1306,24.1691,77.8412,-7.8982,18.6144,180.832,0
771,25.7164,18.7635,2.5065,0.4019,0.2165,28.874,22.5338,-11.6417,34.405,189.145,0
772,90.4766,38.2659,3.6727,0.2042,0.1048,-47.7558,44.2203,23.7069,0.141,373.654,0
773,31.0309,8.2536,2.3757,0.5095,0.2547,15.4009,-16.7236,9.061,21.014,92.7866,0
774,28.1957,26.2723,2.747,0.3151,0.162,-10.1333,20.8257,-26.2685,37.3532,93.498,0
775,46.5394,20.4341,3.0197,0.1997,0.1056,-55.642,21.1884,-14.2453,7.146,179.398,0
776,18.5274,10.46,2.2095,0.5494,0.287,-24.379,-8.2959,-3.9048,89.8113,225.561,0
777,35.0345,22.609,2.9897,0.2622,0.1572,31.16,22.7941,15.0592,10.7911,187.215,0
778,93.06,26.3056,3.8134,0.1421,0.0746,64.454,72.1375,-20.4546,0.558,261.179,0
779,31.6388,12.6908,2.5126,0.4916,0.3057,20.7018,21.0496,12.1074,68.429,43.6223,0
780,48.6388,9.0466,2.5849,0.4343,0.2432,6.8177,45.4794,-7.6617,0.204,188.957,0
781,36.8034,19.8968,3.0206,0.2794,0.1588,35.5382,16.4042,13.4052,9.87,202.831,0
782,79.2015,22.8151,3.4651,0.1648,0.0913,30.7493,74.5319,10.3423,4.884,218.029,0
783,36.6353,19.0978,3.1561,0.3162,0.1916,-1.6013,-33.0153,-15.5762,8.007,157.739,0
784,63.2448,10.3697,2.7642,0.3219,0.1678,28.2344,33.0502,7.5099,6.61,235.973,0
785,74.3446,29.6566,3.6303,0.1148,0.0587,61.3344,63.4961,-20.5881,7.6188,200.482,0
786,18.5095,11.5116,2.3674,0.6867,0.4185,12.2497,18.7466,-8.7502,58.5288,146.66,0
787,40.0436,29.8364,3.3093,0.1673,0.0881,43.8255,22.922,-18.7429,1.6058,147.6,0
788,86.0845,32.2874,4.0077,0.1126,0.0604,63.218,78.521,-18.3789,1.312,250.588,0
789,46.3706,21.9331,2.9206,0.3109,0.1603,26.5122,32.6991,-13.6362,2.447,264.805,0
790,44.2941,9.8286,2.4322,0.61,0.3789,-6.6478,23.3276,12.1353,47.561,352.882,0
791,31.9966,15.2733,2.6385,0.4207,0.2195,7.5452,30.1338,8.9815,13.294,97.0932,0
792,86.5346,40.6201,4.1111,0.0915,0.0458,35.8899,74.5456,25.1406,4.8152,219.069,0
793,43.6077,15.3298,2.7818,0.3603,0.1893,-19.2706,-39.9112,15.7295,11.5544,228.715,0
794,13.0952,9.7869,2.2317,0.8152,0.5484,-11.6881,-8.6473,-10.1107,65.2818,212.609,0
795,28.6836,12.2316,2.4698,0.4203,0.2153,33.5127,23.8686,9.5612,40.8052,60.8276,0
796,123.362,113.367,4.7981,0.0311,0.0165,67.0965,94.582,83.6686,38.181,262.61,0
797,33.8546,19.1791,2.8963,0.24,0.1263,42.8107,12.3582,-5.8403,11.654,124.672,0
798,32.4194,16.5268,2.8132,0.3966,0.2022,11.0777,32.4985,-11.2757,8.477,194.475,0
799,82.0238,33.5661,3.4102,0.1443,0.0776,-110.142,38.7392,-21.3873,10.998,215.502,0
800,18.0153,10.4139,2.5159,0.7287,0.4192,-7.8462,15.1027,5.8765,21.5425,207.077,0
801,31.3875,19.8846,2.5587,0.3425,0.1975,-14.8853,-27.6233,2.6469,33.6933,204.592,0
802,91.6774,32.7119,3.6197,0.2403,0.136,7.8062,61.0854,20.3299,3.4717,369.271,0
803,40.8823,12.2532,2.7578,0.3022,0.1546,21.7843,-23.0124,5.3826,16.879,195.086,0
804,29.1785,12.8461,2.643,0.4369,0.2969,13.9063,25.4132,-5.0481,21.5337,219.265,0
805,19.0738,10.1021,2.2148,0.561,0.3018,-24.4013,-8.6983,4.2673,65.7379,195.949,0
806,65.667,32.7136,3.7666,0.1599,0.086,47.6365,62.0176,-11.0031,16.903,209.747,0
807,58.7548,13.396,2.5359,0.425,0.2722,-79.1905,38.5619,7.4865,4.992,283.17,0
808,13.1994,10.8032,2.224,0.7761,0.4209,-14.5262,1.8356,-11.7029,54.0277,181.817,0
809,63.2886,26.427,3.4434,0.2342,0.1273,-27.3566,54.6506,19.7834,0.9753,302.897,0
810,16.7429,15.1867,2.3096,0.6569,0.4289,-1.6276,-14.8761,11.3786,68.6733,58.837,0
811,96.4889,21.011,3.0228,0.2334,0.1295,-162.315,86.0683,16.2632,1.765,237.11,0
812,42.7735,24.0127,2.7447,0.2646,0.1485,-27.2832,-27.861,-23.4385,13.269,277.779,0
813,31.9106,10.7828,2.3997,0.4064,0.2171,25.004,15.2487,8.9478,25.087,170.002,0
814,40.0835,14.5512,2.7042,0.3458,0.1947,-16.8745,-33.8985,7.6887,0.784,220.99,0
815,39.5943,19.3694,2.9921,0.2831,0.1533,0.9897,23.3149,-13.9604,2.8951,188.33,0
816,25.1526,0.0,2.1599,0.7405,0.4671,24.187,18.1689,0.0,61.216,237.147,0
817,28.5676,18.562,2.9219,0.3483,0.1837,2.7163,14.949,-11.1739,8.016,181.981,0
818,44.5336,12.852,2.5971,0.4147,0.2541,-35.9658,-11.9196,12.9971,13.042,221.555,0
819,42.6197,19.9785,3.0523,0.2145,0.1077,22.3392,16.9221,-6.3166,0.898,204.766,0
820,47.2834,29.8914,3.226,0.211,0.1132,15.9951,45.4149,16.4816,18.205,256.804,0
821,12.9053,11.1999,2.0986,0.7251,0.4422,-14.4873,7.9081,5.4565,47.135,126.963,0
822,28.7399,6.2873,2.3139,0.6456,0.4102,29.3165,21.5648,-4.4403,19.7509,177.942,0
823,38.3052,9.9404,2.4306,0.538,0.3618,36.1565,34.3164,6.2768,29.98,137.624,0
824,21.0617,12.0636,2.4601,0.5026,0.2686,28.4155,-8.6851,-7.3859,22.8621,106.71,0
825,20.9159,16.424,2.4281,0.5037,0.2854,18.0847,17.5826,-7.6148,41.0503,122.121,0
826,26.4178,16.2443,2.3979,0.424,0.242,-33.8101,-14.7074,-9.8047,52.269,108.745,0
827,82.4473,35.7308,2.9204,0.3195,0.1988,-15.1066,-61.9555,35.4822,7.6504,326.658,0
828,12.9529,11.3125,2.1569,0.7456,0.3798,15.0118,-3.8537,11.7573,28.538,217.747,0
829,26.6768,17.3035,2.7168,0.3455,0.1814,-8.8224,20.0782,14.1663,6.8488,230.364,0
830,22.3317,6.5726,2.1599,0.7405,0.391,-24.9368,-9.4103,-6.7721,39.4854,101.62,0
831,21.5141,15.6067,2.5211,0.4096,0.2214,20.8723,11.4758,-7.4301,10.089,106.854,0
832,22.256,10.187,2.2553,0.5833,0.325,-22.8476,-18.7104,10.9936,13.602,172.622,0
833,22.6073,19.6504,2.6335,0.4628,0.2314,5.9253,12.7852,15.7938,31.7237,203.782,0
834,37.6126,24.7107,3.0783,0.2313,0.1365,37.7055,31.8129,-7.1475,6.2998,95.1399,0
835,50.0133,21.1811,3.1661,0.2306,0.1231,64.963,41.1818,19.3027,0.591,231.876,0
836,37.8219,18.562,3.0099,0.2463,0.1452,39.9748,14.2941,9.3195,4.3698,177.772,0
837,16.7101,10.8676,2.3032,0.6617,0.4005,-3.2093,6.5996,8.0803,2.0198,179.312,0
838,104.692,21.2871,2.4935,0.6067,0.3836,-37.8435,-108.745,20.0204,10.285,306.401,0
839,12.9176,11.1995,2.224,0.7343,0.4388,14.5232,-7.7005,-8.4019,17.4554,73.1766,0
840,71.359,11.985,2.9802,0.4061,0.2412,-37.9746,60.7987,-9.0666,0.986,323.597,0
841,28.5785,13.7052,2.5085,0.3752,0.1969,-15.0803,14.2798,-7.5102,14.972,241.804,0
842,13.1126,10.9804,2.1917,0.7653,0.4148,-14.6448,4.2116,-11.6198,44.0092,95.6115,0
843,59.701,22.4834,2.8837,0.1948,0.0987,66.0918,57.6959,-12.1468,8.806,246.525,0
844,30.0267,11.9254,2.4955,0.4153,0.2157,-36.9952,-23.5485,10.9527,39.1621,50.6581,0
845,27.0664,15.9544,2.6998,0.3673,0.2086,13.8558,16.0747,-10.4712,11.067,199.09,0
846,94.7524,42.9794,3.9488,0.1286,0.0663,14.8095,47.6018,23.6794,2.9513,344.101,0
847,31.9741,13.4303,2.9263,0.4254,0.2198,13.6148,19.9279,7.6096,7.192,161.501,0
848,99.9364,55.923,4.1876,0.0984,0.0495,-20.855,69.205,-29.3662,2.423,341.018,0
849,71.2165,31.2844,3.5004,0.1479,0.0769,61.683,69.656,23.0812,13.0114,220.547,0
850,41.9813,18.8544,2.8976,0.2266,0.1247,-38.8729,-20.9564,-10.4786,6.311,227.871,0
851,37.7445,21.0614,2.955,0.2429,0.1392,26.2654,-21.0211,12.147,5.248,156.184,0
852,87.5301,36.5059,3.7044,0.1612,0.0809,-6.5876,75.0056,-19.5678,0.0204,354.79,0
853,31.4759,22.0192,2.8439,0.3481,0.2271,22.4252,26.7747,19.1181,40.964,177.735,0
854,29.2258,8.3661,2.2601,0.6154,0.3489,30.7204,22.9136,6.7396,44.9555,163.376,0
855,25.9538,12.1946,2.4624,0.4621,0.2534,-0.3813,17.3215,-7.5821,39.315,223.495,0
856,15.1849,12.0951,2.3962,0.6506,0.3353,-2.4163,3.6559,4.1743,49.197,197.166,0
857,21.1727,10.7506,2.1553,0.5734,0.2972,5.7528,-17.5784,7.9413,27.5608,245.963,0
858,80.0204,23.7331,2.8031,0.3682,0.2227,-84.3564,54.3527,-8.2579,1.824,276.127,0
859,25.7471,16.467,2.541,0.3942,0.1971,20.0279,13.593,-14.6255,28.4117,134.837,0
860,20.5155,11.8943,2.2405,0.6322,0.3592,-10.0574,-20.4458,-7.0672,82.7705,218.241,0
861,65.0647,15.0564,2.8932,0.3325,0.1861,31.3241,72.9835,-11.5218,8.5788,219.098,0
862,70.7825,23.3308,3.051,0.2161,0.1143,-40.6581,46.1712,-10.3883,0.97,320.674,0
863,29.4713,13.4156,2.42,0.3878,0.2034,-19.3592,18.1788,-9.9381,1.643,147.592,0
864,38.3174,19.4342,2.9462,0.2105,0.1138,11.4503,-11.9383,-10.765,11.258,226.958,0
865,33.8329,18.7762,2.76,0.3249,0.1937,-10.3804,-15.9305,13.7306,31.828,144.261,0
866,67.9645,12.9553,2.8639,0.3502,0.1963,28.844,71.8958,3.5926,10.2801,234.708,0
867,18.5582,7.4575,2.2028,0.7774,0.4859,2.1391,-6.7384,1.9712,4.3666,235.731,0
868,56.5201,12.8995,2.3766,0.4244,0.2248,55.0485,41.577,-6.8586,7.327,159.928,0
869,19.0999,7.4626,2.1746,0.7492,0.4582,-1.2309,6.4139,4.0277,34.841,123.392,0
870,22.7955,10.6579,2.5031,0.5997,0.4003,11.3459,20.5625,8.9411,42.293,210.976,0
871,109.193,54.252,4.2381,0.0818,0.0423,139.164,81.0734,36.2701,2.694,298.216,0
872,39.9634,17.9081,3.1891,0.3099,0.1912,5.3858,33.84,9.5034,10.855,161.492,0
873,34.7714,17.8139,2.7835,0.3523,0.1918,23.7456,30.3091,7.6813,0.831,161.232,0
874,20.8971,18.6641,2.3664,0.4774,0.286,-13.3256,-15.5955,12.7378,6.83,231.83,0
875,100.012,44.7902,4.1322,0.0884,0.0453,43.2948,89.1063,-26.9751,3.081,252.784,0
876,17.9872,10.8106,2.3054,0.5248,0.2698,-0.7882,6.1115,-3.3512,7.3429,235.016,0
877,32.8823,20.8996,2.8251,0.2917,0.1803,-8.6058,7.064,14.5116,9.7115,207.967,0
878,43.4234,15.0007,2.905,0.3248,0.2383,24.1464,29.5295,-9.5313,5.0326,191.503,0
879,94.7737,27.0672,3.2785,0.1359,0.0724,15.2127,76.8148,-18.7604,5.0273,198.452,0
880,29.4931,20.163,2.8322,0.3061,0.1891,25.6733,16.9479,-15.278,37.794,150.647,0
881,23.0043,19.2486,2.5347,0.4117,0.2584,-10.5654,-16.6701,9.9744,31.2545,162.424,0
882,21.1689,11.1289,2.3365,0.5945,0.3433,14.8489,18.8123,4.4605,27.2976,98.4951,0
883,38.2411,15.8063,2.9063,0.2605,0.1445,18.0123,16.6159,3.7254,13.963,223.689,0
884,24.5279,16.6189,2.5539,0.4749,0.25,23.8858,24.4522,-4.0409,34.5922,196.133,0
885,30.4,14.4649,2.5359,0.3843,0.2023,25.8478,18.9893,10.7703,22.81,240.302,0
886,26.3733,19.1659,2.8567,0.3644,0.2246,14.4958,14.4997,-15.148,9.37,170.193,0
887,30.8198,20.2083,2.8831,0.322,0.163,-30.1024,-19.121,-13.5882,5.332,167.012,0
888,109.337,26.1324,3.3661,0.1915,0.1091,75.3228,121.657,-24.4177,1.951,255.448,0
889,40.181,16.2814,2.636,0.3145,0.1607,59.5047,-18.3183,15.348,14.366,183.184,0
890,65.5126,24.1665,3.2583,0.1501,0.0764,-18.981,45.7314,-16.8557,0.087,242.144,0
891,71.862,28.8326,3.5638,0.2047,0.1173,-53.1898,64.8095,-11.1288,1.2638,287.365,0
892,18.4342,10.5673,2.1367,0.5109,0.2591,25.6016,5.0747,-2.2936,9.3626,183.931,0
893,85.0313,30.1529,3.0624,0.2252,0.1174,-48.2222,-15.4541,-18.0819,1.7685,336.706,0
894,49.1207,15.0367,2.6689,0.3751,0.1919,12.3614,27.5794,-6.5523,1.136,194.653,0
895,63.5718,19.0992,2.6263,0.3499,0.195,69.9826,61.3155,19.5514,11.0676,128.462,0
896,63.4459,14.9042,2.8179,0.2494,0.1255,51.9854,51.2983,5.6576,51.5694,64.8137,0
897,23.3274,18.6652,2.736,0.3949,0.2819,8.2379,15.8766,-10.4746,37.3197,64.5903,0
898,74.7577,25.4668,3.684,0.1675,0.0856,-88.8636,65.2844,-6.7255,0.8433,252.295,0
899,58.8451,25.102,3.3036,0.1928,0.1031,-72.5716,35.798,-21.1061,0.5904,256.992,0
900,61.2527,23.0284,2.7328,0.2479,0.1341,50.6707,53.2724,-11.8298,24.24,257.389,0
901,18.1898,17.1594,2.3589,0.4945,0.2473,0.2891,5.3279,17.334,2.5785,104.287,0
902,24.1185,16.9885,2.3701,0.5203,0.2751,-6.9487,-20.2451,14.897,30.845,205.247,0
903,18.3861,10.3691,2.3541,0.5752,0.3341,-22.1874,-11.0277,1.9842,4.135,212.175,0
904,21.143,6.8428,2.0737,0.7426,0.4346,21.5922,14.1347,-6.2006,61.5734,171.131,0
905,21.7316,16.7682,2.5079,0.413,0.2252,25.4822,8.7312,-11.0278,58.0948,105.364,0
906,21.0834,16.5408,2.6015,0.4155,0.219,-27.1121,5.5636,-11.5017,48.7767,106.31,0
